State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 12+ who have received a booster dose,Percent of fully vaccinated people 12+ with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Indian Health Svc,2797295,134304,N/A,2175869,104468,1922135,N/A,1079891,51.8,943775,N/A,856727,41.1,750110,N/A,1446615,1245480,105200,0,39947,1021668,1114083,171,389207,429575,37939,6,388864,323370,37870,6,N/A,51.8,N/A,N/A,39.6,717864,0,1079891,176555,0,138285,0,78024,56797,3463,1,384889,0,0,1035316,0,824355,0,389121,397314,37914,6,2098822,0,0,1079528,0,856573,0,389135,429517,37915,6,2175324,0,0,254707,29.7,254658,30.9,244102,32.5,67086,48.5,123098,129626,1864,119,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Illinois,26282945,207413,266725,21851659,172443,19519494,198088,9649569,76.1,8488539,86.1,8579003,67.7,7561011,76.7,16004105,9118640,1160200,0,675121,7730318,13417089,29131,2788736,5159805,621403,9059,2781000,4152419,618766,8826,N/A,76.1,N/A,86.1,64.7,7183758,72.9,9649569,1964918,95,1787341,87.5,795248,904342,83984,3767,5040237,246680,1286340,9185793,84.8,8186389,75.5,2788619,4767373,621346,9051,20990664,193680,242512,9644658,80.9,8576570,71.9,2788638,5157529,621349,9054,21844304,183182,220404,4234660,49.4,4234023,51.7,4073420,53.9,1353138,75.7,1734350,2447091,51703,1516,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana,12676880,188302,245474,9230302,137106,8473909,164088,4091888,60.8,3697435,71.6,3646668,54.2,3334846,64.6,7619380,4461600,595900,0,302748,3329144,5568615,29795,1243322,2115529,279561,8256,1242933,1804562,279254,8097,N/A,60.8,N/A,71.6,51.3,3143657,60.9,4091888,1001656,92.3,936760,86.3,458033,443911,30955,3861,2610351,240421,1167580,3952774,69.3,3553085,62.3,1243277,2022057,279532,8219,8999935,157754,222205,4091496,64.8,3646591,57.8,1243313,2115479,279544,8255,9229902,146184,200778,1614628,44.3,1612488,45.4,1565271,46.9,628637,67.1,632348,960372,20791,1117,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kansas,5768015,197988,260635,4459836,153085,4025350,181890,2145767,73.7,1919973,86.8,1760354,60.4,1576674,71.2,3305675,2207540,254800,0,136881,1696195,2622821,3939,629357,1004925,125355,717,628943,821902,125220,609,N/A,73.7,N/A,86.8,57.4,1488790,67.3,2145767,525314,95,425813,89.6,202716,204242,18579,276,1200679,252516,1213080,2065368,84.2,1699168,69.3,629324,943812,125334,698,4318602,176147,235266,2145598,78.7,1760332,64.5,629349,1004917,125350,716,4459648,163478,211439,728462,41.4,728343,42.9,704167,44.7,275785,64.8,316423,401418,10424,197,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kentucky,8437375,188854,243517,6334074,141776,5834710,168400,2921802,65.4,2663221,76.9,2526834,56.6,2310275,66.7,4578075,3480400,378900,0,233838,2603792,3494023,2421,967672,1348361,209044,1757,967282,1132460,208884,1649,N/A,65.4,N/A,76.9,53.3,2165641,62.5,2921802,722313,95,640596,85.3,292696,308332,38745,823,1752181,233449,1124140,2834911,74.5,2458270,64.6,967550,1279965,209011,1744,6177642,162306,221676,2921356,69.6,2526781,60.2,967659,1348345,209021,1756,6332909,150961,201126,1084532,42.9,1084410,44.1,1058891,45.8,429443,67,491042,570330,22984,176,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Louisiana,7932290,170631,222744,6073703,130651,5651646,158702,2800712,60.2,2569115,72.1,2448904,52.7,2270295,63.8,4377670,3234620,320000,0,196451,2491148,3383051,3053,953343,1316114,178367,1080,952777,1138300,178159,1059,N/A,60.2,N/A,72.1,49.8,2138897,60.1,2800712,674318,91,634684,85.6,301973,310107,22392,212,1715972,231568,1070450,2737576,69.8,2407510,61.4,953309,1274793,178335,1073,5970232,152173,202183,2800436,64.4,2448821,56.3,953328,1316069,178346,1078,6073342,139703,182464,933039,38.1,932865,38.7,918161,40.4,400846,63.2,415944,504054,12962,79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Massachusetts,16250690,235773,293349,14312278,207650,12836997,231727,6654781,95,5904445,95,5359685,77.8,4744841,85.7,9483990,6156400,610300,0,400690,5597364,8313782,442,1885055,3094181,380246,203,1879668,2486020,378975,178,N/A,95,N/A,95,74.5,4523657,81.7,6654781,1385136,95,1095463,93.7,495397,525744,74248,74,3173641,271406,1389740,6350408,95,5114893,85,1885015,2849463,380216,199,13761118,228714,270091,6651775,95,5358380,82,1885046,3092892,380240,202,14307993,218939,248666,2663083,49.7,2662762,52.1,2550306,53.7,762692,69.6,1251161,1385828,26073,21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maryland,15082110,249469,320147,11560219,191215,10287688,218376,5144794,85.1,4518034,95,4488866,74.2,3946107,83.8,9341710,5138900,601500,0,361320,4180904,7001277,16718,1499666,2661448,323482,4270,1498991,2120122,323105,3889,N/A,85.1,N/A,95,71.4,3773306,80.1,5144794,995734,95,896540,93.4,428265,412136,54977,1162,2526254,263317,1572040,4903745,95,4286428,83,1499569,2459351,323313,4195,11115340,215293,292126,5143989,90.5,4488738,79,1499631,2661395,323444,4268,11559300,203375,265355,2200114,49,2199496,51.3,2103303,53.3,663741,74,926885,1238050,34508,671,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maine,3204250,238374,292527,2709575,201573,2476457,226084,1200507,89.3,1088420,95,1054894,78.5,954321,87.1,1791030,1261120,152100,0,142791,1102573,1460877,3334,379513,543294,131329,758,379432,442955,131248,686,N/A,89.3,N/A,95,72.5,874101,79.8,1200507,323188,95,280600,95,127795,127930,24614,261,799036,280103,1123250,1155781,95,1015531,85.7,379492,503978,131307,754,2625329,221559,270415,1200361,93.7,1054860,82.4,379506,543286,131310,758,2709415,211561,250200,568503,53.9,568435,56,549630,57.6,211633,75.4,262238,295083,10598,584,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marshall Islands,86380,111113,181742,57430,73874,50371,105980,29945,38.5,25530,53.7,24727,31.8,22260,46.8,17380,56400,12600,0,2728,47172,7528,2,19469,2561,2695,2,19432,141,2685,2,N/A,38.5,N/A,53.7,28.6,19741,41.5,29945,1452,38.9,1267,33.9,1147,2,118,0,3056,81886,2314580,28272,49.3,24144,42.1,19461,1989,2692,2,55162,96153,150569,29928,43.2,24718,35.7,19464,2558,2694,2,57405,82958,124830,5079,20.5,5079,21,5071,22.8,446,35.2,4811,246,22,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michigan,20131230,201577,256680,15314621,153348,14042483,179047,6621064,66.3,6000300,76.5,5933644,59.4,5382597,68.6,11257590,7941440,932200,0,461423,6007231,8843835,2132,2152108,3362695,417738,1103,2151295,2812893,417407,1002,N/A,66.3,N/A,76.5,56.9,5133500,65.5,6621064,1691200,95,1539493,87.2,769039,698941,70913,600,4319880,244697,1140320,6388342,74.3,5732740,66.7,2152038,3161899,417709,1094,14877745,173098,234220,6620515,70.3,5933582,63,2152086,3362670,417724,1102,15314039,162562,213698,3120603,52.6,3120264,54.4,3030406,56.3,1156945,75.2,1388743,1684982,46758,120,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Minnesota,12021870,213168,277227,9936873,176197,8882636,204835,4198406,74.4,3689409,85.1,3857492,68.4,3394840,78.3,7266210,4255060,500600,0,354543,3602839,5975314,4177,1291926,2237400,326655,1511,1289565,1777712,326114,1449,N/A,74.4,N/A,85.1,65.6,3239393,74.7,4198406,938042,95,877696,95,369448,457378,50512,358,2496868,271286,1306180,3978575,83.3,3666940,76.7,1291868,2046941,326636,1495,9527889,199408,251604,4195753,79.3,3856116,72.9,1291918,2236051,326640,1507,9932847,187837,227342,2161744,56,2161441,58.9,2079754,61.3,713425,81.3,868404,1264655,28359,326,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Missouri,11112245,181057,233115,8676900,141377,7970585,167209,4017048,65.5,3647081,76.5,3389277,55.2,3089036,64.8,6471845,4217400,423000,0,248804,3135059,5290716,2321,1153591,1999267,235711,708,1153088,1700034,235442,472,N/A,65.5,N/A,76.5,52.6,2928929,61.4,4017048,1012579,95,884222,83.3,402857,441185,40013,167,2470679,232636,1046310,3886755,74.2,3292251,62.9,1153569,1902329,235679,674,8449796,161388,212239,4016670,69.6,3389233,58.7,1153578,1999255,235695,705,8676521,150390,192608,1391482,41.1,1391321,42.3,1354942,43.9,570299,64.5,569880,804467,17070,65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Northern Mariana Islands,122030,235347,338267,106441,205282,86488,239745,45155,87.1,35378,95,42969,82.9,33897,94,93410,25020,3600,0,1339,14579,90523,0,5186,36640,1142,1,5185,27569,1142,1,N/A,87.1,N/A,95,81.4,33122,91.8,45155,3210,85.5,3099,82.6,500,2480,119,0,8453,225173,3250670,40740,95,39015,92.3,5186,32686,1142,1,98068,231894,288555,45151,93.9,42969,89.3,5186,36640,1142,1,106437,221274,253690,19426,45.2,19425,49.8,18316,54,2264,73.1,3829,15398,199,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mississippi,5319235,178729,233549,3771581,126727,3494204,153418,1752443,58.9,1602836,70.4,1519316,51,1398521,61.4,2951155,2144080,224000,0,91597,1514862,2162440,2682,579638,853955,84654,1069,579278,733652,84556,1035,N/A,58.9,N/A,70.4,49,1337528,58.7,1752443,443690,91.2,405549,83.3,205765,181613,17673,498,1100939,226208,1092930,1712952,67.9,1489738,59.1,579622,824410,84638,1068,3702178,146829,210961,1752283,62.7,1519285,54.4,579630,853943,84643,1069,3771405,135047,190471,546835,36,546759,36.7,537982,38.5,246994,60.9,255445,282958,7910,522,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Montana,1888095,176659,224722,1538784,143976,1419444,168943,690117,64.6,628167,74.8,599064,56.1,548138,65.2,1007295,776600,104200,0,60264,647836,828595,2089,234987,309136,54452,489,234845,258439,54376,478,N/A,64.6,N/A,74.8,52.5,509922,60.7,690117,195368,94.6,175767,85.1,84436,81056,10045,230,490952,237822,914611,667445,72.7,581637,63.4,234964,291740,54445,488,1498604,163318,205765,689988,68.5,599035,59.5,234971,309128,54447,489,1538617,152698,187381,277926,46.4,277882,47.8,271926,49.6,120678,68.7,131037,141607,4943,339,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Carolina,20963500,199879,256047,16174711,154220,14731735,179932,8653244,82.5,7865854,95,6239130,59.5,5646418,69,12149440,7895960,918100,0,511596,6014488,9647688,939,2161262,3598408,479312,148,2158106,3010319,477850,143,N/A,82.5,N/A,95,55.8,5259742,64.2,8653244,2162340,95,1501861,85.8,721819,725404,54571,67,4259311,243237,1197170,8379691,93.3,6038889,67.2,2161144,3398314,479284,147,15692752,174645,233303,8650795,87.6,6238211,63.2,2161219,3597550,479295,147,16171385,163706,212217,1584540,25.4,1584398,26.2,1536501,27.2,588074,39.2,698180,858621,27715,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Dakota,1314700,172519,225936,1064964,139748,978895,168227,491598,64.5,447886,77,415329,54.5,379391,65.2,761080,501220,52400,0,39547,403286,621808,323,144708,234202,36409,10,144495,198629,36257,10,N/A,64.5,N/A,77,51.1,353936,60.8,491598,120535,95,102080,85.2,48103,49603,4371,3,291302,243066,1097000,474421,74.4,401827,63.1,144702,220712,36403,10,1031065,161800,206310,491373,69.4,415258,58.7,144704,234139,36405,10,1064660,150384,185702,167136,40.2,167121,41.6,165377,43.6,69233,67.8,76291,88346,2492,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nebraska,3783110,195569,259413,3088452,159659,2785651,191016,1343537,69.5,1192987,81.8,1210894,62.6,1079238,74,2299430,1334080,149600,0,93444,1111078,1877821,6109,412180,709630,87506,1578,411969,578368,87414,1487,N/A,69.5,N/A,81.8,59.9,1027966,70.5,1343537,306864,95,284849,91.2,138485,138509,6942,913,819097,262146,1210760,1288027,79.6,1164707,72,412141,663523,87481,1562,2986367,184639,233900,1343254,74.5,1210834,67.1,412158,709608,87491,1577,3088097,171225,209762,585959,48.4,585854,50.3,566118,52.5,211693,74.3,229488,349703,6434,334,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Hampshire,3309630,243407,299661,2525850,185764,2306759,208859,1363751,95,1251025,95,944926,69.5,864090,78.2,1963690,1168340,177600,0,114406,966104,1445256,84,341839,518696,84291,100,341575,438190,84231,94,N/A,95,N/A,95,64.5,796783,72.1,1363751,383111,95,237913,93.7,98271,122221,17379,42,680421,268026,1303700,1324110,95,919997,76.8,341732,493902,84263,100,2462353,205441,276132,1362742,95,944693,72.9,341734,518594,84265,100,2524588,194785,255355,229821,24.3,229798,25,221575,25.6,75182,31.6,97941,127154,4713,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Jersey,21068035,237194,303416,16630880,187239,14942881,215203,7923726,89.2,7059465,95,6612900,74.5,5880126,84.7,12574175,7546860,947000,0,566995,6263990,9797417,2478,2283277,3817547,510930,1146,2282485,3085994,510563,1084,N/A,89.2,N/A,95,70.8,5553193,80,7923726,1597525,95,1344075,91.1,624758,626165,92912,240,3688719,249992,1427820,7610984,95,6358547,83.5,2283192,3563402,510831,1122,16071920,210963,276542,7922432,94.7,6612732,79,2283244,3817476,510869,1143,16629538,198740,251784,3010889,45.5,3010326,47.3,2893818,49.2,891704,66.3,1288149,1659765,62915,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Mexico,4264445,203376,263076,3783615,180445,3396061,209505,1807333,86.2,1593307,95,1464511,69.8,1295490,79.9,2415645,1662500,186300,0,117629,1535916,2121494,8576,555188,798702,108440,2181,554725,630340,108281,2144,N/A,86.2,N/A,95,66.5,1226386,75.7,1807333,419300,95,349475,92.6,163960,163179,21255,1081,968472,256477,1129340,1728835,95,1407554,78.7,555141,741813,108422,2178,3655990,204539,238580,1807102,91.5,1464456,74.1,555171,798674,108431,2180,3783363,191481,215829,705640,48.2,705490,50.1,675966,52.2,237299,67.9,296577,398483,10389,191,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nevada,5694110,184864,238495,4726894,153463,4329475,181338,2284958,74.2,2071744,86.8,1843606,59.9,1679898,70.4,3479410,1956400,258300,0,184406,1623654,2918307,527,598477,1073756,171314,59,598367,910209,171266,56,N/A,74.2,N/A,86.8,55.7,1551230,65,2284958,497785,95,410772,82.8,188910,195766,26064,32,1152017,232275,1148070,2222469,84.8,1796739,68.5,598471,1026899,171310,59,4616503,176081,217183,2284869,78.9,1843592,63.7,598472,1073750,171311,59,4726796,163298,196716,687582,37.3,687548,38.3,670519,39.9,252384,61.4,283349,392390,11841,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New York State,44201845,227217,286555,37993938,195306,34524639,223819,17340850,89.1,15591882,95,14727470,75.7,13225403,85.7,26778345,15557400,1866100,0,1419143,13721188,22833696,19911,4939455,8538187,1244337,5491,4936565,7040879,1243185,4774,N/A,89.1,N/A,95,71.5,12406189,80.4,17340850,3445643,95,2964401,89.9,1397801,1378052,186720,1828,8340513,253038,1341020,16692089,95,14190687,84.6,4938776,8002554,1244131,5226,36807518,219442,263526,17338514,94.6,14726996,80.4,4939330,8537985,1244225,5456,37991027,207300,241190,6512229,44.2,6510874,45.9,6293178,47.6,1976355,66.7,2787113,3611953,112731,432,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ohio,22045655,188600,241965,17276301,147798,15881878,174314,7361764,63,6677989,73.3,6747587,57.7,6142612,67.4,12775815,8298340,971500,0,619439,6565594,10070957,20311,2372987,3821442,547877,5281,2372349,3217501,547612,5150,N/A,63,N/A,73.3,54.8,5805916,63.7,7361764,1889030,92.3,1781901,87.1,804092,884040,91233,2536,4994833,244089,1077330,7110473,71.1,6532219,65.3,2372965,3606121,547863,5270,16803840,168027,220441,7361358,66.9,6747549,61.4,2372979,3821419,547870,5281,17275887,157078,200447,3415794,50.6,3415075,52.3,3321554,54.1,1310991,73.6,1457366,1900151,57545,732,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
