State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 50+ who have received a booster dose,Percent of fully vaccinated people 50+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Oklahoma,6492880,164087,216088,5402476,136531,5012574,166823,2645568,66.9,2430142,80.9,2132537,53.9,1964883,65.4,3497720,2674860,320300,0,145265,2198290,3057735,1186,819413,1177630,135293,201,819133,1010376,135198,176,N/A,66.9,N/A,80.9,51.1,1855440,61.8,2645568,661200,95,537434,84.6,272623,244437,20328,46,1497463,235772,1022290,2590552,77.9,2097821,63.1,819392,1142953,135276,200,5312277,159757,195261,2645328,71.5,2132490,57.6,819395,1177615,135279,201,5402199,145949,175415,674487,31.6,669879,34.1,490888,46.5,307588,57.2,313500,351752,9209,26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oregon,8848435,209791,264040,6930597,164320,6362268,189852,3140934,74.5,2837607,84.7,2816529,66.8,2565369,76.6,5051315,3342220,454900,0,262663,2603050,4052982,11902,977370,1595371,239841,3947,974487,1348085,239017,3780,N/A,74.5,N/A,84.7,62.7,2393500,71.4,3140934,741570,95,684385,89.3,309166,322099,51987,1133,1849026,241362,1155030,3034858,83.2,2742548,75.2,977366,1521402,239838,3942,6748922,185015,242571,3140888,78.7,2816521,70.6,977369,1595365,239840,3947,6930550,173701,221769,1159441,41.2,1148992,44.8,751461,57.7,465315,68,510468,630426,18200,347,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Pennsylvania,26624325,207970,261860,20537785,160427,18972824,186605,10167182,79.4,9311157,91.6,8244274,64.4,7577943,74.5,15085165,10063360,1475800,0,695821,8013787,11826828,1349,3009359,4542117,692186,612,3007143,3878560,691671,569,N/A,79.4,N/A,91.6,59.2,6908924,68,10167182,2633580,95,2182740,91.2,1026691,1067820,87953,276,5978501,249795,1112420,9878597,89.1,8049314,72.6,3009175,4347419,692109,611,20047191,180906,240259,10165571,84,8243792,68.1,3009242,4541803,692135,612,20535740,169660,219962,2809296,34.1,2781136,36.7,2022808,47.4,1242470,56.9,1264348,1535697,9209,42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Puerto Rico,6743470,211150,257290,6026976,188715,5443807,207703,2865536,89.7,2543519,95,2473419,77.4,2219626,84.7,4133730,2398540,211200,0,146135,2360493,3519800,548,924583,1411370,137357,109,924158,1158216,137183,69,N/A,89.7,N/A,95,74.3,2120501,80.9,2865536,679512,95,586090,86.2,289700,273020,23354,16,1538481,226362,992189,2756707,95,2406538,84.5,924516,1344609,137306,107,5850323,205398,236755,2864745,93.1,2473221,80.4,924528,1411270,137314,109,6026023,195891,219213,770507,31.2,765450,34.5,510378,44.2,284186,48.5,325308,437964,7227,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rhode Island,2350595,221888,274966,1995858,188402,1829484,214008,958375,90.5,862554,95,817272,77.1,738375,86.4,1377155,886440,87000,0,62856,765745,1165841,1416,281845,477227,57858,342,281730,398474,57831,340,N/A,90.5,N/A,95,74,704685,82.4,958375,210057,95,183449,95,82652,94052,6621,124,513550,274558,1256690,923056,95,791800,85.4,281836,451766,57857,341,1943147,209506,253436,958293,95,817264,81.3,281841,477225,57857,341,1995768,198616,233927,370780,45.4,366099,49.6,242862,62.8,133438,72.7,163859,202710,4189,22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Republic of Palau,38690,179686,233311,37895,175994,34202,206247,18793,87.3,16819,95,16583,77,14856,89.6,7690,27200,3800,0,2337,29768,5782,8,12028,2209,2342,4,12028,482,2342,4,N/A,87.3,N/A,95,67.7,12856,77.5,18793,1800,90.4,1730,86.8,1481,22,227,0,4272,214458,1942270,18171,95,16152,86.6,12028,1778,2342,4,36845,197613,207509,18792,92.2,16583,81.4,12028,2209,2342,4,37894,186001,189908,5161,31.1,5161,34.7,2632,46.1,1029,59.5,5152,9,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Carolina,9227725,179224,228549,6839333,132836,6397852,158460,3267544,63.5,3018921,74.8,2755228,53.5,2563037,63.5,5036105,3754420,437200,0,219479,2691700,3926102,2052,1005157,1551949,197771,351,1003090,1362426,197172,349,N/A,63.5,N/A,74.8,50.6,2415298,59.8,3267544,931135,95,799339,85.3,341740,426743,30652,204,2171186,231711,984792,3199940,72.4,2714872,61.4,1005037,1511757,197727,351,6733991,152354,208773,3266385,67.3,2754692,56.7,1005082,1551530,197729,351,6837613,140800,190018,918543,33.3,912582,35.6,702844,46.6,452822,56.6,397510,502178,18398,457,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Dakota,1644905,185937,246406,1282812,145006,1176753,176277,634680,71.7,574580,86.1,509634,57.6,465689,69.8,898125,659980,86800,0,39014,507282,736384,132,190181,282300,37120,33,190114,238452,37090,33,N/A,71.7,N/A,86.1,54.3,436130,65.3,634680,170864,95,139320,91.7,69357,65063,4880,20,378754,249392,1083090,615037,83.3,496695,67.3,190179,269368,37115,33,1249882,169338,222856,634639,77.1,509625,61.9,190179,282297,37116,33,1282769,155772,199748,182468,35.8,181215,38.9,133250,50.9,83330,59.8,84560,95710,2190,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tennessee,11326740,165858,212944,9069129,132800,8515493,160092,4044461,59.2,3744645,70.4,3530468,51.7,3295838,62,6584760,4248580,493400,0,250177,3488001,5284272,46679,1273155,2022981,223772,10560,1272579,1789343,223488,10428,N/A,59.2,N/A,70.4,49.3,3132214,58.9,4044461,1034510,90.5,947657,82.9,470771,436083,35209,5594,2690439,235303,990625,3962035,67.9,3476459,59.6,1273116,1969101,223722,10520,8930898,153042,194098,4043859,63,3530341,55,1273138,2022911,223734,10558,9068389,141240,176413,1314240,37.2,1304938,39.6,949213,51.2,584345,61.7,562984,730996,17920,2340,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Texas,54486175,187910,252297,41407862,142806,37269913,172577,19595707,67.6,17326029,80.2,16648179,57.4,14986307,69.4,32376955,19554720,2554500,0,1461838,15502611,24439740,3673,5895074,9473359,1279088,658,5890605,7817645,1277443,614,N/A,67.6,N/A,80.2,54,13991324,64.8,19595707,3540854,94.8,3156111,84.5,1505267,1476617,173978,249,8628199,231057,1459100,18959965,78.7,16297582,67.6,5894391,9123843,1278709,639,40375716,167526,226073,19590946,72.5,16646971,61.6,5894567,9472914,1278832,658,41401946,153312,201763,5049779,30.3,4992773,33.3,3226162,46,1755214,55.6,2288864,2680925,79841,149,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Utah,5561750,173482,244497,4600979,143513,4063939,178652,2176790,67.9,1882318,82.7,1900426,59.3,1669274,73.4,3400990,1927760,233000,0,171915,1639728,2789036,300,635329,1104287,160801,9,634887,873776,160602,9,N/A,67.9,N/A,82.7,55.6,1551074,68.2,2176790,367447,95,331154,90.5,142118,172589,16446,1,911798,249212,1520140,2081287,80.3,1841504,71,635275,1045461,160759,9,4445733,171500,214552,2176350,73.6,1900334,64.2,635307,1104246,160772,9,4600462,155518,188014,613167,32.3,606970,36.4,365460,52.6,209813,63.4,245753,358977,8436,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virginia,17407425,203941,260798,14743724,172734,13341642,199885,6813247,79.8,6072717,91,5840832,68.4,5229727,78.4,10611725,6045300,750400,0,477423,5306510,8951767,8024,1942525,3464953,430289,3065,1936831,2862085,428055,2756,N/A,79.8,N/A,91,65.1,4945591,74.1,6813247,1409083,95,1223699,90.1,571024,580121,71639,915,3436081,252856,1280990,6547272,89.6,5650815,77.3,1942306,3276027,429514,2968,14279000,195416,238230,6811877,84.8,5840386,72.7,1942389,3464738,430196,3063,14741983,183585,216779,2273876,38.9,2244865,42.9,1466170,55.9,822451,67.2,994880,1242174,36472,350,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Veterans Health,7640320,N/A,N/A,7017444,N/A,7014121,N/A,3352300,N/A,3350394,N/A,2914714,N/A,2913297,N/A,3305340,3711980,623000,0,249445,3609308,3158408,283,1429374,1254317,231011,12,1429314,1253001,230970,12,N/A,N/A,N/A,N/A,0,2720034,0,3352300,1648815,0,1488406,0,813194,599179,76032,1,3725219,0,0,3352181,0,2914640,0,1429352,1254272,231004,12,7017253,0,0,3352196,0,2914644,0,1429352,1254275,231005,12,7017272,0,0,969825,33.3,969794,33.3,893850,38.9,658422,44.2,507589,444730,17506,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Virgin Islands,135860,127820,166685,132412,124576,125022,153388,64019,60.2,59878,73.5,54100,50.9,50944,62.5,97920,35540,2400,0,2130,39412,90870,0,15140,37017,1938,5,15112,33896,1931,5,N/A,60.2,N/A,73.5,49.2,49186,60.3,64019,17353,84.7,14953,73,5918,8498,533,4,37614,183680,663444,63131,70.6,53625,60,15132,36553,1935,5,131067,146566,151926,63958,64.2,54075,54.3,15133,37002,1935,5,132326,132825,136373,13281,24.5,13180,25.9,10318,33.4,5971,39.9,4614,8548,117,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vermont,1462540,234386,286782,1273497,204090,1156965,226863,562159,90.1,501436,95,486797,78,435059,85.3,815740,577000,69800,0,51558,501777,719282,880,173464,266812,46256,265,173406,215228,46177,248,N/A,90.1,N/A,95,73.7,408420,80.1,562159,140580,95,124927,95,60340,61840,2592,155,367486,293897,1169670,536546,95,466434,84.7,173448,246482,46239,265,1227074,222720,265458,562049,94.5,486786,81.8,173463,266807,46251,265,1273396,214036,245827,250184,51.4,246194,56.6,165344,67.2,94311,75.5,111096,135155,3917,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Washington,15635845,205332,262706,12811707,168245,11702818,196625,5807332,76.3,5219823,87.7,5203888,68.3,4711243,79.2,9267125,5641720,727000,0,463285,4841312,7497496,9614,1826091,2940410,434185,3202,1825291,2448983,433843,3126,N/A,76.3,N/A,87.7,64.2,4399489,73.9,5807332,1208021,95,1109893,91.7,505665,544939,57722,1567,3061585,253081,1292510,5604372,86.2,5058796,77.8,1826013,2795439,434148,3196,12462829,191709,240517,5806587,81.1,5203766,72.7,1826067,2940339,434159,3201,12810823,178962,218426,2111524,40.6,2090068,44.4,1324038,58.4,765023,68.9,952526,1129989,28456,553,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wisconsin,10368325,178075,227583,9290123,159557,8565608,188014,4007845,68.8,3626231,79.6,3633470,62.4,3314978,72.8,6045085,3873840,449400,0,325079,3599643,5363502,1899,1299228,2040570,293039,633,1298864,1722688,292821,605,N/A,68.8,N/A,79.6,59.2,3127426,68.6,4007845,1022637,95,952560,93.6,457870,464214,30210,266,2739509,269307,1019260,3876215,77.5,3535914,70.7,1299190,1943080,293012,632,9059740,181202,207375,4007533,73,3633424,66.2,1299218,2040550,293023,633,9289776,169153,188792,1714778,47.2,1699832,51.3,1188390,63.8,709867,74.5,738096,952990,23629,63,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
West Virginia,3614855,201705,252332,2528191,141071,2379133,166073,1118559,62.4,1038312,72.5,992836,55.4,927710,64.8,2043075,1414780,157000,0,64592,1095783,1366182,1634,411379,522146,58866,445,410920,457584,58792,414,N/A,62.4,N/A,72.5,52.8,881941,61.6,1118559,335038,91.3,304558,83,155835,139053,9479,191,836126,227820,984945,1096600,70.4,978595,62.8,411282,508023,58847,443,2492145,159975,232043,1118158,65.8,992602,58.4,411302,522006,58849,445,2527487,148753,212748,392136,39.5,389421,42,295108,52.4,186201,61.1,187322,200649,4107,58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wyoming,882865,152544,198385,694318,119967,650007,146061,326172,56.4,301225,67.7,277200,47.9,258354,58.1,446745,388920,47200,0,28090,307335,358278,615,113913,137887,25285,115,113892,119089,25260,113,N/A,56.4,N/A,67.7,44.4,237906,53.5,326172,91185,91.9,81621,82.3,41587,36152,3828,54,218353,220161,890173,319057,65,272869,55.6,113912,133560,25282,115,682932,139169,179912,326143,60,277195,51,113912,137885,25283,115,694285,127666,162343,103332,37.3,102733,39.8,77881,52.1,50834,62.3,48645,53217,1431,39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
