State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 50+ who have received a booster dose,Percent of fully vaccinated people 50+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Indian Health Svc,2534525,121688,N/A,1993719,95722,1796762,N/A,1017870,48.9,904691,N/A,811865,39,729387,N/A,1293005,1139720,101800,0,37638,957125,998788,168,379745,395714,36400,6,379419,313627,36335,6,N/A,48.9,N/A,N/A,37.4,695927,0,1017870,171831,0,136420,0,76860,56173,3386,1,367230,0,0,989461,0,798358,0,379664,382311,36377,6,1951747,0,0,1017560,0,811720,0,379674,395662,36378,6,1993239,0,0,178997,22,178055,24.4,117005,33.1,56201,41.2,87669,90114,1096,118,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Illinois,22985745,181393,233264,19471989,153664,17751152,180143,9101952,71.8,8158306,82.8,8113624,64,7339633,74.5,13973865,7876080,1135800,0,643669,7073248,11728885,26187,2735900,4765328,604027,8369,2728170,4001862,601428,8173,N/A,71.8,N/A,82.8,60.4,6888585,69.9,9101952,1948842,95,1776363,86.9,793399,896084,83239,3641,4801754,235008,1124970,8792638,81.1,7911577,73,2735783,4563460,603966,8368,18957345,174919,212089,9101362,76.3,8113411,68,2735800,4765273,603969,8369,19471263,163283,192754,2856078,35.2,2845115,38.8,1948076,52.1,1151728,64.8,1228533,1589768,36899,878,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana,10905630,161992,211176,8385156,124553,7806650,151167,3870512,57.5,3546728,68.7,3486060,51.8,3240731,62.8,6547170,3789660,568800,0,290134,3072320,4995397,27305,1215177,1992264,270769,7850,1214845,1747667,270480,7739,N/A,57.5,N/A,68.7,48.6,3026617,58.6,3870512,986110,90.8,928452,85.5,454678,439617,30393,3764,2485307,228904,1004440,3781543,66.3,3442211,60.3,1215152,1948481,270743,7835,8252916,144660,191158,3870299,61.3,3486017,55.2,1215168,1992246,270753,7850,8384904,132801,172725,1142243,32.8,1136467,35.1,845248,46.3,530925,57.2,456089,669573,16035,546,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kansas,5090675,174738,230028,3975955,136475,3649191,164893,1997880,68.6,1812891,81.9,1647690,56.6,1506246,68.1,2898555,1943420,248700,0,126700,1545713,2300267,3275,604396,925502,117200,592,604033,784625,117074,514,N/A,68.6,N/A,81.9,53.3,1412092,63.8,1997880,512661,95,418299,88,199319,200634,18098,248,1133788,238448,1070620,1945323,79.3,1617561,66,604383,895410,117180,588,3893951,158827,207639,1997769,73.2,1647672,60.4,604388,925497,117195,592,3975835,145743,186609,510952,31,508994,33.8,368881,45.6,233794,55.9,230508,272811,7521,112,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kentucky,7411895,165901,213920,5794730,129704,5399687,155844,2770433,62,2550644,73.6,2408342,53.9,2234534,64.5,4070575,2974320,367000,0,221917,2404215,3166567,2031,938755,1266143,201897,1547,938416,1092892,201753,1473,N/A,62,N/A,73.6,50.3,2074483,59.9,2770433,708821,94.4,632817,84.3,289139,304792,38126,760,1670151,222519,987510,2710081,71.2,2371421,62.3,938661,1229352,201866,1542,5697047,149679,194734,2770091,66,2408295,57.4,938746,1266128,201875,1546,5793673,138107,176681,797382,33.1,795147,35.6,596528,47.4,369044,58.3,364747,415154,17387,94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Louisiana,6865010,147673,192774,5534200,119046,5213175,146390,2646513,56.9,2462585,69.2,2322365,50,2185900,61.4,3940890,2610620,313500,0,184086,2285465,3061815,2834,922187,1230872,168291,1015,921676,1095114,168108,1002,N/A,56.9,N/A,69.2,46.9,2045909,57.5,2646513,664311,89.6,627876,84.7,298333,307248,22088,207,1624671,219247,926425,2616172,66.7,2309898,58.9,922162,1218460,168264,1012,5491903,139981,174980,2646324,60.9,2322310,53.4,922173,1230851,168271,1015,5533960,127296,157913,649809,28,648175,29.7,507489,40.9,326904,52.1,280661,360380,8750,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Massachusetts,14457610,209758,260982,12701933,184286,11573091,208912,6172674,89.6,5544041,95,5107652,74.1,4611325,83.2,8458490,5403720,595400,0,382774,4984018,7334716,425,1827696,2911627,368162,167,1822351,2421911,366915,148,N/A,89.6,N/A,95,70.3,4353568,78.6,6172674,1348244,95,1083036,92.6,489667,520290,73016,63,3008541,257287,1236400,5947613,95,4956251,82.4,1827660,2760290,368135,166,12324851,204843,240290,6172531,94.5,5107624,78.2,1827687,2911613,368157,167,12701832,194362,221229,1778249,34.8,1770681,38.4,1155500,49.7,649904,60,863421,895540,19281,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maryland,13070670,216199,277450,10229262,169200,9277613,196935,4813835,79.6,4295427,91.2,4232560,70,3813491,80.9,7965550,4517320,587800,0,343949,3770504,6100381,14428,1452550,2462979,313297,3734,1452011,2044979,312983,3518,N/A,79.6,N/A,91.2,66.6,3607963,76.6,4813835,978203,95,885872,92.3,422938,407636,54243,1055,2383774,248466,1362390,4651477,90.1,4127793,80,1452489,2358412,313178,3714,9961324,192941,253166,4813354,84.7,4232450,74.5,1452517,2462941,313260,3732,10228697,179964,229966,1462281,34.5,1453292,38.1,994413,51.6,564012,63.7,649763,785504,26733,281,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maine,2880670,214302,262986,2454936,182630,2267795,207035,1142966,85,1042896,95,1012527,75.3,928593,84.8,1616210,1113960,150500,0,137539,1002925,1312014,2458,370229,513911,127865,522,370152,430178,127787,476,N/A,85,N/A,95,68.4,835547,76.3,1142966,317680,95,277892,95,126544,126765,24358,225,766305,268629,1009820,1106370,93.4,986215,83.2,370210,487640,127843,522,2391684,201841,243108,1142852,89.2,1012496,79.1,370222,513906,127846,522,2454811,191681,224934,412534,40.7,410862,44.2,308258,56.8,187979,67.6,195358,208477,8415,284,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marshall Islands,68980,88731,145132,47800,61486,44528,93686,26005,33.5,24236,51,22822,29.4,21470,45.2,9180,47700,12100,0,2493,41953,3352,2,18941,1399,2481,1,18905,92,2472,1,N/A,33.5,N/A,51,26.2,19010,40,26005,1381,37,1229,32.9,1119,1,109,0,2636,70632,1848340,25898,45.1,22794,39.7,18933,1382,2478,1,47663,83081,120239,25993,37.6,22815,33,18936,1398,2480,1,47782,69051,99685,1119,4.9,1117,5.2,430,8.3,127,10.3,1107,10,2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michigan,17755300,177787,226386,13740805,137589,12767446,162789,6288830,63,5759700,73.4,5636787,56.4,5205300,66.4,9977280,6876820,901200,0,437837,5416217,7884791,1960,2082954,3148671,404162,1000,2082221,2718308,403852,919,N/A,63,N/A,73.4,53.5,4910469,62.6,6288830,1663597,94.2,1522297,86.2,760887,690915,69929,566,4091778,231776,1005740,6120736,71.2,5527683,64.3,2082902,3039651,404133,997,13464331,156653,206577,6288530,66.8,5636737,59.8,2082936,3148654,404148,999,13740474,145858,188477,2193652,38.9,2185556,42,1607086,53.6,985565,64.7,982112,1175872,35613,55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Minnesota,10683650,189439,246367,8972235,159093,8164873,188284,3999981,70.9,3565429,82.2,3666258,65,3300186,76.1,6507150,3685600,490900,0,342103,3311749,5315479,2904,1260257,2087092,317955,954,1258004,1723827,317441,914,N/A,70.9,N/A,82.2,61.6,3107951,71.7,3999981,928122,95,870787,94.6,366556,453838,50123,270,2401434,260917,1160780,3837846,80.3,3555157,74.4,1260231,1976046,317937,943,8700062,182082,223597,3999753,75.6,3666211,69.3,1260251,2087066,317940,954,8971974,169666,202035,1587195,43.3,1581093,47.9,1078473,61.8,641638,73.7,657218,906142,23607,228,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Missouri,9809565,159832,205787,7991320,130206,7428272,155832,3799237,61.9,3486645,73.1,3237796,52.8,2994074,62.8,5828045,3572320,409200,0,237588,2907647,4843777,2308,1119738,1890419,227066,573,1119278,1647545,226811,440,N/A,61.9,N/A,73.1,49.9,2819189,59.1,3799237,992444,93.4,873367,82.2,397760,436081,39364,162,2366245,222803,923656,3709549,70.9,3183147,60.8,1119725,1835815,227040,567,7845968,149855,187359,3798939,65.8,3237759,56.1,1119726,1890410,227050,573,7990998,138508,170029,1030107,31.8,1026976,34.3,763887,45.3,491476,56.3,426202,590938,12928,39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Northern Mariana Islands,111160,214384,308136,93774,180853,77995,216202,43004,82.9,34217,94.8,39101,75.4,32196,89.2,83640,24220,3300,0,1243,13032,79499,0,4801,33190,1110,0,4800,26286,1110,0,N/A,82.9,N/A,94.8,73.5,31208,86.5,43004,3118,83.1,2986,79.5,475,2397,114,0,7789,207485,2961110,39346,93,36887,87.2,4801,30976,1110,0,87899,207848,262852,43003,89.4,39101,81.3,4801,33190,1110,0,93773,194946,231092,12824,32.8,12731,39.5,6835,52.7,1808,60.5,2834,9854,136,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mississippi,4575675,153745,200902,3387120,113809,3178094,139539,1643964,55.2,1525669,67,1429897,48,1338520,58.8,2597755,1762720,215200,0,84875,1383326,1916745,2174,559535,789698,79943,721,559210,698760,79850,700,N/A,55.2,N/A,67,45.8,1271517,55.8,1643964,433349,89,397645,81.7,202983,177032,17285,345,1023727,210343,940156,1626683,64.5,1421454,56.4,559524,781281,79928,721,3361292,133309,181472,1643836,58.9,1429868,51.2,559527,789688,79932,721,3386974,121281,163846,353490,24.7,352882,26.4,291970,37.2,191328,48.1,170073,178132,4997,288,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Montana,1720575,160985,204784,1424610,133293,1328471,158116,658849,61.6,605508,72.1,574198,53.7,532759,63.4,925555,691720,103300,0,57295,604600,760989,1726,228830,292742,52215,411,228705,251497,52153,404,N/A,61.6,N/A,72.1,49.9,491642,58.5,658849,192188,93.1,173581,84.1,83322,80211,9849,199,470629,227977,833463,642353,70,563961,61.5,228810,282531,52209,411,1397840,152337,187509,658749,65.4,574171,57,228814,292736,52210,411,1424475,141370,170756,217867,37.9,217190,40.8,162633,52.3,107327,61.8,103248,110497,3873,249,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Carolina,18625630,177588,227492,14635842,139547,13523362,165173,7870059,75,7244688,88.5,5907638,56.3,5441289,66.5,10886130,6853100,886400,0,484136,5484925,8665880,901,2087026,3364169,456315,128,2083990,2902286,454888,125,N/A,75,N/A,88.5,52.5,5043154,61.6,7870059,2062938,95,1479662,84.5,711660,715549,52395,58,4045130,231006,1063660,7687417,85.6,5801511,64.6,2086922,3258169,456292,128,14340812,159599,207285,7869177,79.7,5907308,59.8,2086970,3363912,456298,128,14634655,148149,188551,1107323,18.7,1102816,20.3,802336,27.2,489093,33.1,488527,598731,20055,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Dakota,1193710,156642,205143,999997,131223,930205,159859,470833,61.8,433214,74.4,397890,52.2,369423,63.5,679310,462900,51500,0,38077,379212,582393,315,140936,221944,35006,4,140730,193832,34857,4,N/A,61.8,N/A,74.4,48.7,342652,58.9,470833,119189,95,101174,84.4,47618,49219,4336,1,284024,236993,996045,458540,72,390986,61.4,140930,215052,35000,4,978859,153608,187323,470770,66.5,397878,56.2,140932,221940,35002,4,999923,141240,168612,138736,34.9,138432,37.5,100692,51.8,64266,63.5,61653,74925,2155,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nebraska,3368900,174157,231010,2806615,145089,2572169,176377,1274457,65.9,1146497,78.6,1149565,59.4,1045812,71.7,2041040,1182060,145800,0,88568,1027032,1685491,5524,401282,662532,84318,1433,401106,559106,84233,1367,N/A,65.9,N/A,78.6,56.3,986080,67.6,1274457,301407,95,281981,90.2,137092,137220,6799,870,783592,250783,1078190,1234635,76.3,1124597,69.5,401254,637621,84296,1426,2741610,169506,208290,1274232,70.7,1149510,63.7,401262,662512,84303,1433,2806330,155602,186795,432770,37.6,430822,41.2,301435,55,186170,66,172916,255424,4187,243,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Hampshire,2878580,211705,260633,2307814,169728,2135783,193378,1301289,95,1211371,95,904267,66.5,839870,76,1694000,1018780,165800,0,106602,868114,1333035,63,333336,491290,79562,79,333077,427216,79504,73,N/A,95,N/A,95,61.1,766142,69.4,1301289,393452,95,233905,92.1,96854,120276,16737,38,653837,257554,1133910,1274849,95,892158,74.4,333229,479315,79535,79,2269643,189363,240168,1300371,95,904048,69.8,333231,491202,79536,79,2306639,177969,222097,90269,10,90122,10.7,65717,13.6,38245,16.4,42202,45999,2058,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Jersey,18406675,207231,265088,14625958,164666,13376926,192651,7337279,82.6,6634868,95,6219278,70,5664511,81.6,10954715,6560660,891300,0,524018,5617581,8483464,895,2211450,3518057,489385,386,2210781,2964302,489062,366,N/A,82.6,N/A,95,65.7,5284440,76.1,7337279,1552394,95,1323886,89.7,616674,616156,90923,133,3466059,234902,1247460,7138492,93.7,6101969,80.1,2211401,3400878,489305,385,14314247,187891,241609,7336512,87.7,6219173,74.3,2211419,3518035,489333,386,14625177,174786,219978,1922789,30.9,1913671,33.8,1314813,45.3,734652,55.5,867504,1013678,41590,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Mexico,3789735,180736,233791,3384174,161395,3098879,191172,1674829,79.9,1502697,92.7,1379928,65.8,1249918,77.1,2143195,1464640,181900,0,110300,1393259,1873523,7092,534177,740227,103569,1955,533761,610811,103417,1929,N/A,79.9,N/A,92.7,62,1170935,72.2,1674829,405502,95,342920,90.8,160474,160680,20782,984,917721,243037,1003620,1625083,90.9,1352720,75.7,534145,713066,103554,1955,3311236,185251,212021,1674659,84.8,1379879,69.8,534161,740203,103560,1955,3383985,171268,191803,507706,36.8,505727,40.5,350539,52.3,206991,60.4,215693,284856,7083,74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nevada,5041400,163674,211157,4234393,137473,3938083,164945,2117600,68.7,1948220,81.6,1726835,56.1,1605043,67.2,3075720,1714780,250900,0,175343,1483538,2575003,509,579367,982480,164931,57,579264,860841,164883,55,N/A,68.7,N/A,81.6,51.5,1465004,61.4,2117600,479404,95,402199,81.1,185965,190736,25467,31,1085954,218955,1016470,2083883,79.5,1709013,65.2,579363,964666,164927,57,4182106,159513,192288,2117555,73.2,1726824,59.7,579363,982476,164928,57,4234337,146285,174167,461264,26.7,460087,28.7,337752,41.1,209637,52.1,193716,259372,8176,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New York State,38358735,197181,248675,33416964,171778,30845942,199970,16078984,82.7,14649452,95,13855631,71.2,12725568,82.5,23094335,13483800,1780600,0,1329310,12265938,19806656,15060,4783272,7873705,1194708,3946,4780754,6747417,1193777,3620,N/A,82.7,N/A,95,66.3,11766835,76.3,16078984,3354198,95,2919050,88.6,1379177,1355081,183229,1563,7825488,237413,1163750,15655471,93.3,13610225,81.1,4782726,7629075,1194532,3892,32749939,195251,228690,16077546,87.7,13855249,75.6,4783156,7873555,1194607,3931,33415047,182331,209307,4062641,29.3,4047450,31.8,2778585,44.1,1608894,55.1,1802959,2185914,73551,217,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ohio,19609035,167755,215222,15616525,133599,14530807,159485,7021043,60.1,6435882,70.6,6421343,54.9,5938544,65.2,11352735,7323200,933100,0,587224,6003946,9006774,18581,2306606,3580737,529074,4926,2306028,3098864,528832,4820,N/A,60.1,N/A,70.6,51.6,5548878,60.9,7021043,1860641,90.9,1759352,86,795264,871686,89979,2423,4730994,231195,958258,6840037,68.4,6299662,63,2306589,3459085,529062,4926,15310497,153094,196077,7020870,63.8,6421315,58.4,2306599,3580723,529067,4926,15616350,141989,178292,2429734,37.8,2421142,40.8,1781152,52.2,1111040,63.2,1059968,1325801,43565,400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
