State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 50+ who have received a booster dose,Percent of fully vaccinated people 50+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Indian Health Svc,2518515,120919,N/A,1986781,95389,1791733,N/A,1015651,48.8,903232,N/A,810181,38.9,728717,N/A,1281515,1135500,101500,0,37532,954550,994531,168,379495,394356,36324,6,379170,313282,36259,6,N/A,48.8,N/A,N/A,37.3,695239,0,1015651,171603,0,136345,0,76813,56148,3383,1,366360,0,0,987860,0,797563,0,379415,381841,36301,6,1946317,0,0,1015341,0,810037,0,379425,394304,36302,6,1986302,0,0,175895,21.7,175087,24,115411,32.6,55631,40.8,86032,88679,1066,118,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Illinois,22867695,180461,232066,19338365,152609,17635035,178964,9060672,71.5,8124999,82.5,8088772,63.8,7321841,74.3,13920195,7818300,1129200,0,640813,7025698,11645809,26045,2729752,4748599,602096,8325,2722034,3992178,599499,8130,N/A,71.5,N/A,82.5,60.2,6867940,69.7,9060672,1945210,95,1774566,86.9,792576,895259,83102,3629,4784925,234184,1119190,8757167,80.8,7892267,72.8,2729635,4552273,602035,8324,18835101,173791,210999,9060083,76,8088559,67.8,2729652,4748544,602038,8325,19337639,162162,191764,2786756,34.5,2778248,37.9,1916188,51.3,1140377,64.3,1200065,1549874,35955,862,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana,10818810,160702,209495,8344063,123942,7771619,150489,3862048,57.4,3541675,68.6,3481909,51.7,3238326,62.7,6503550,3750560,564700,0,289539,3057774,4969501,27249,1214489,1989136,270447,7837,1214158,1746284,270158,7726,N/A,57.4,N/A,68.6,48.5,3022648,58.5,3862048,985452,90.8,928246,85.5,454581,439533,30372,3760,2478502,228277,996443,3775823,66.2,3439497,60.3,1214465,1946789,270421,7822,8215885,144011,189636,3861836,61.2,3481866,55.1,1214480,1989118,270431,7837,8343812,132150,171350,1113893,32,1109152,34.3,830699,45.5,525119,56.6,444344,653252,15761,536,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kansas,5064445,173838,228843,3959782,135920,3635770,164287,1993422,68.4,1809563,81.8,1645057,56.5,1504881,68,2884985,1931060,248400,0,126489,1539920,2290119,3254,603929,923456,117086,586,603567,783846,116960,508,N/A,68.4,N/A,81.8,53.2,1410307,63.7,1993422,512206,95,418126,87.9,199240,200554,18086,246,1131098,237882,1065110,1941719,79.2,1615930,65.9,603916,894366,117066,582,3879573,158240,206569,1993313,73.1,1645039,60.3,603921,923451,117081,586,3959664,145150,185648,501610,30.5,500060,33.2,364114,45,231815,55.4,226428,267641,7432,109,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kentucky,7361745,164778,212472,5772396,129204,5381258,155312,2765380,61.9,2547256,73.5,2404728,53.8,2232627,64.4,4040345,2955600,365800,0,221481,2395836,3153055,2024,937978,1263480,201728,1542,937651,1091923,201585,1468,N/A,61.9,N/A,73.5,50.2,2071846,59.8,2765380,708356,94.4,632615,84.3,289051,304693,38112,759,1666401,222020,980828,2706383,71.1,2369276,62.2,937894,1228148,201697,1537,5677535,149167,193416,2765039,65.9,2404681,57.3,937969,1263465,201706,1541,5771340,137575,175486,783699,32.6,781989,35,589093,46.8,366011,57.9,358695,407783,17128,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Louisiana,6812200,146537,191291,5514929,118631,5196282,145915,2642610,56.8,2459897,69.1,2319344,49.9,2183732,61.3,3917960,2582240,312000,0,183675,2277652,3050778,2824,921398,1228887,168047,1012,920888,1093981,167864,999,N/A,56.8,N/A,69.1,46.9,2043083,57.4,2642610,664055,89.6,627696,84.7,298244,307165,22080,207,1621018,218754,919298,2613145,66.6,2307458,58.8,921373,1217056,168020,1009,5474083,139527,173634,2642423,60.8,2319289,53.3,921384,1228866,168027,1012,5514691,126853,156699,637378,27.5,636054,29.1,500080,40.3,323699,51.6,274700,354075,8586,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Massachusetts,14285670,207264,257878,12636329,183334,11516665,207893,6154742,89.3,5529575,95,5099160,74,4607408,83.2,8356570,5339100,590000,0,381986,4953625,7300293,425,1826029,2905283,367682,166,1820684,2420141,366435,148,N/A,89.3,N/A,95,70.2,4347861,78.5,6154742,1346270,95,1082570,92.6,489425,520128,72954,63,2999827,256542,1221700,5932382,95,4951953,82.3,1825993,2758139,367655,166,12266145,203867,237432,6154603,94.2,5099132,78,1826020,2905269,367677,166,12636232,193358,218598,1735833,34,1729520,37.5,1136534,48.9,643378,59.4,841181,875721,18924,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maryland,12990600,214874,275751,10150051,167889,9216478,195638,4795204,79.3,4284866,91,4220585,69.8,3809104,80.9,7910200,4494700,585700,0,343114,3744131,6048447,14359,1450990,2452950,312929,3716,1450453,2042527,312622,3502,N/A,79.3,N/A,91,66.4,3601003,76.4,4795204,977192,95,885330,92.3,422676,407396,54208,1050,2374435,247493,1354040,4639806,89.9,4122755,79.9,1450929,2355313,312817,3696,9896104,191678,251615,4794742,84.4,4220475,74.3,1450957,2452912,312892,3714,10149504,178571,228557,1414067,33.5,1407439,36.9,972274,50.5,556545,62.9,629320,758239,26235,273,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maine,2842970,211497,259544,2426750,180533,2242715,204745,1138382,84.7,1039295,94.9,1009404,75.1,926951,84.6,1591210,1101260,150500,0,136831,990846,1296643,2430,369604,511786,127504,510,369528,429530,127426,467,N/A,84.7,N/A,94.9,68,832322,76,1138382,317222,95,277666,95,126441,126680,24322,223,762004,267121,996607,1102580,93,984418,83.1,369586,486840,127482,510,2365609,199640,239926,1138270,88.9,1009373,78.8,369597,511781,127485,510,2426627,189480,221990,392413,38.9,391373,42.2,297843,55,184426,66.4,185792,198283,8059,279,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marshall Islands,68980,88731,145132,47571,61192,44355,93322,25951,33.4,24212,50.9,22707,29.2,21380,45,9180,47700,12100,0,2484,41788,3297,2,18859,1375,2472,1,18824,92,2463,1,N/A,33.4,N/A,50.9,26,18928,39.8,25951,1380,37,1227,32.9,1117,1,109,0,2623,70284,1848340,25850,45.1,22685,39.5,18851,1364,2469,1,47446,82703,120239,25939,37.5,22700,32.8,18854,1374,2471,1,47553,68720,99685,1047,4.6,1046,4.9,394,7.7,116,9.5,1036,9,2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michigan,17639150,176624,224905,13678183,136962,12715622,162129,6277252,62.9,5751857,73.3,5626837,56.3,5200727,66.3,9930230,6814920,894000,0,436507,5392943,7846780,1953,2081244,3140906,403692,995,2080512,2715918,403382,915,N/A,62.9,N/A,73.3,53.4,4903383,62.5,6277252,1662430,94.2,1521754,86.2,760593,690707,69890,564,4080550,231140,999158,6112131,71.1,5522413,64.3,2081193,3036565,403663,992,13409343,156013,205226,6276955,66.6,5626787,59.7,2081226,3140889,403678,994,13677855,145194,187244,2150715,38.2,2144367,41.2,1584019,52.9,975872,64.1,963159,1152767,34734,55,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Minnesota,10623310,188369,244976,8949458,158689,8145060,187827,3995648,70.8,3562328,82.1,3663402,65,3298715,76.1,6478070,3655240,490000,0,341733,3302974,5301857,2894,1259777,2084891,317786,948,1257524,1723011,317272,908,N/A,70.8,N/A,82.1,61.5,3105204,71.6,3995648,927764,95,870643,94.6,366489,453771,50113,270,2398453,260593,1154230,3834520,80.3,3553488,74.4,1259751,1975032,317768,937,8679378,181650,222334,3995421,75.6,3663355,69.3,1259771,2084865,317771,948,8949198,169236,200894,1570347,42.9,1564744,47.4,1070613,61.4,639065,73.4,649734,896998,23387,228,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Missouri,9730415,158542,204127,7956385,129637,7398615,155210,3790328,61.8,3479950,73,3232415,52.7,2991107,62.7,5779955,3543160,407300,0,236978,2893767,4823332,2308,1118545,1886577,226725,568,1118087,1646111,226471,438,N/A,61.8,N/A,73,49.8,2815059,59.1,3790328,991508,93.4,873032,82.2,397587,435949,39334,162,2360459,222258,916203,3702468,70.7,3179858,60.7,1118532,1834063,226699,564,7815035,149264,185847,3790034,65.7,3232378,56,1118533,1886568,226709,568,7956069,137902,168657,1008872,31.2,1006315,33.6,752512,44.7,486788,55.8,416401,579773,12659,39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Northern Mariana Islands,111160,214384,308136,92488,178373,77155,213874,42723,82.4,34077,94.5,38677,74.6,32050,88.8,83640,24220,3300,0,1243,12950,78295,0,4796,32771,1110,0,4795,26145,1110,0,N/A,82.4,N/A,94.5,72.7,31058,86.1,42723,3105,82.7,2982,79.4,475,2393,114,0,7727,205834,2961110,39178,92.6,36689,86.8,4796,30783,1110,0,86952,205609,262852,42722,88.8,38677,80.4,4796,32771,1110,0,92487,192273,231092,12242,31.7,12176,38,6603,51.1,1763,59.1,2766,9340,136,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mississippi,4553345,152995,199922,3386881,113801,3177888,139530,1643452,55.2,1525208,67,1429689,48,1338355,58.8,2587265,1751680,214400,0,84873,1383161,1916673,2174,559485,789565,79930,709,559160,698670,79837,688,N/A,55.2,N/A,67,45.8,1271346,55.8,1643452,433243,89,397614,81.7,202969,177021,17284,340,1023649,210327,935568,1626208,64.5,1421282,56.4,559474,781184,79915,709,3361078,133301,180586,1643324,58.8,1429660,51.2,559477,789555,79919,709,3386735,121272,163046,353108,24.7,352502,26.3,291743,37.2,191207,48.1,169851,177981,4993,283,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Montana,1711665,160152,203724,1415254,132418,1320268,157139,657024,61.5,604211,71.9,572786,53.6,531828,63.3,921045,688220,102400,0,57053,600449,756053,1699,228447,291860,52073,406,228322,251096,52011,399,N/A,61.5,N/A,71.9,49.7,490431,58.4,657024,192003,93,173461,84,83262,80168,9834,197,468817,227099,829146,640967,69.9,562952,61.4,228427,282052,52067,406,1389330,151409,186538,656925,65.2,572759,56.8,228431,291854,52068,406,1415120,140442,169872,211786,37,211255,39.7,159277,51.3,105829,61,100147,107622,3772,245,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Carolina,18488090,176277,225812,14536566,138601,13437991,164131,7811090,74.5,7193479,87.9,5892321,56.2,5430824,66.3,10791070,6816120,880900,0,481444,5446241,8607981,900,2083568,3354248,454377,128,2080540,2897208,452951,125,N/A,74.5,N/A,87.9,52.4,5032664,61.5,7811090,2052394,95,1478110,84.4,711016,714885,52151,58,4027706,230011,1055800,7633489,85,5790172,64.4,2083467,3252223,454354,128,14250743,158597,205754,7810213,79.1,5891991,59.6,2083512,3353991,454360,128,14535384,147144,187158,1084008,18.4,1080506,19.9,789965,26.9,483992,32.7,477263,587328,19407,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Dakota,1190430,156212,204580,992825,130281,924396,158861,469235,61.6,432039,74.2,396510,52,368742,63.4,675870,463260,51300,0,37954,376779,577777,315,140720,220868,34918,4,140515,193454,34769,4,N/A,61.6,N/A,74.2,48.5,341680,58.7,469235,119068,95,101097,84.4,47584,49182,4330,1,283095,236218,993308,457280,71.8,390216,61.2,140714,214586,34912,4,972748,152649,186809,469175,66.3,396498,56,140716,220864,34914,4,992754,140227,168149,134994,34,134787,36.6,98806,50.9,63573,62.9,59925,72944,2122,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nebraska,3347240,173037,229525,2779855,143706,2549434,174818,1270008,65.7,1143526,78.4,1145975,59.2,1044005,71.6,2029380,1173060,144800,0,88254,1018089,1668017,5495,400614,659774,84156,1431,400439,558128,84071,1367,N/A,65.7,N/A,78.4,56.1,983083,67.4,1270008,301047,95,281827,90.2,137016,137151,6790,870,779622,249513,1071260,1231382,76.1,1122506,69.4,400586,636361,84134,1425,2717560,168019,206951,1269784,70.4,1145920,63.5,400594,659754,84141,1431,2779572,154119,185594,414527,36.2,413302,39.6,292563,53.5,182865,64.9,165887,244377,4038,225,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Hampshire,2859860,210329,258938,2293935,168708,2123329,192251,1290204,94.9,1201031,95,902667,66.4,838915,76,1686680,1009080,164100,0,106115,863098,1324659,63,333100,490278,79210,79,332841,426849,79152,73,N/A,94.9,N/A,95,61,765348,69.3,1290204,391271,95,233759,92.1,96824,120247,16650,38,651272,256544,1126530,1264276,95,891132,74.3,332993,478877,79183,79,2256839,188294,238606,1289301,95,902450,69.6,332995,490192,79184,79,2292776,176899,220653,89256,9.9,89120,10.6,65190,13.5,38054,16.3,41771,45490,1985,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Jersey,18164895,204509,261606,14549661,163807,13315330,191764,7313951,82.3,6619252,95,6208586,69.9,5660465,81.5,10760795,6515300,888800,0,522695,5586594,8439514,858,2209234,3510408,488578,366,2208561,2963312,488245,347,N/A,82.3,N/A,95,65.6,5277001,76,7313951,1551610,95,1323586,89.7,616461,616158,90840,127,3460701,234539,1231070,7121854,93.5,6097285,80,2209183,3399249,488488,365,14249786,187045,238435,7313142,87.4,6208470,74.2,2209201,3510383,488520,366,14548827,173873,217089,1856399,29.9,1849291,32.7,1283462,44.3,723055,54.6,838272,977614,40495,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Mexico,3775505,180058,232913,3369447,160693,3087258,190455,1670472,79.7,1499885,92.5,1377245,65.7,1248775,77,2137785,1456320,181400,0,110061,1387393,1864933,7060,533647,738197,103454,1947,533233,610319,103302,1921,N/A,79.7,N/A,92.5,61.9,1169355,72.1,1670472,405098,95,342738,90.8,160389,160610,20760,979,915624,242481,999853,1622008,90.7,1351380,75.6,533617,712377,103439,1947,3298899,184561,211225,1670304,84.5,1377197,69.7,533631,738174,103445,1947,3369261,170523,191083,499221,36.2,497569,39.8,346620,51.8,205415,59.9,211554,280654,6940,73,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nevada,5002250,162402,209517,4216754,136901,3923009,164313,2112597,68.6,1944562,81.4,1724065,56,1603263,67.2,3050330,1703620,248300,0,175015,1477658,2563572,509,578951,980302,164757,55,578848,859653,164709,53,N/A,68.6,N/A,81.4,51.4,1462679,61.3,2112597,478749,95,402011,81.1,185900,190632,25450,29,1083010,218361,1008580,2079913,79.3,1707024,65.1,578947,963269,164753,55,4166245,158908,190794,2112552,73,1724054,59.6,578947,980298,164754,55,4216698,145676,172814,451287,26.2,450377,28.1,332349,40.5,207483,51.6,189389,253888,8010,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New York State,37989155,195281,246279,33199493,170660,30654239,198728,16013806,82.3,14598181,94.6,13829671,71.1,12708866,82.4,22899255,13320100,1769800,0,1325169,12184003,19675443,14878,4778072,7855314,1192395,3890,4775566,6738257,1191474,3569,N/A,82.3,N/A,94.6,66.1,11743283,76.1,16013806,3349021,95,2917239,88.5,1378322,1354312,183062,1543,7793012,236428,1152530,15601010,93,13591976,81,4777531,7618384,1192223,3838,32550921,194065,226487,16012400,87.4,13829295,75.5,4777956,7855169,1192295,3875,33197616,181145,207290,3935310,28.5,3922683,30.9,2714857,43.1,1583661,54.3,1742768,2120474,71855,213,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ohio,19516375,166962,214205,15540819,132951,14465578,158769,7008854,60,6427722,70.5,6411645,54.9,5933214,65.1,11309235,7277540,929600,0,585840,5975529,8960901,18549,2304834,3573386,528508,4917,2304257,3095880,528266,4811,N/A,60,N/A,70.5,51.5,5540250,60.8,7008854,1859680,90.9,1758760,85.9,794999,871407,89937,2417,4718081,230564,953730,6831035,68.3,6293760,62.9,2304817,3455530,528496,4917,15241872,152408,195150,7008684,63.7,6411617,58.3,2304827,3573372,528501,4917,15540647,141301,177449,2375918,37.1,2369282,39.9,1752586,51.4,1099795,62.5,1036792,1295959,42773,394,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
