State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 50+ who have received a booster dose,Percent of fully vaccinated people 50+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Indian Health Svc,2550795,122469,N/A,2034818,97696,1826483,N/A,1031240,49.5,913281,N/A,821992,39.5,733769,N/A,1303915,1144880,102000,0,38057,971935,1024658,168,381341,403919,36726,6,381014,316088,36661,6,N/A,49.5,N/A,N/A,37.9,700473,0,1031240,172897,0,136798,0,77071,56332,3394,1,371732,0,0,999103,0,803798,0,381259,385830,36703,6,1984418,0,0,1030926,0,821847,0,381270,403867,36704,6,2034333,0,0,196431,23.9,194651,26.5,125373,35.3,59209,43.3,96766,98358,1189,118,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Illinois,23424565,184856,237718,20069018,158375,18227834,184980,9221817,72.8,8225885,83.5,8174855,64.5,7353207,74.6,14422185,7863080,1139300,0,651306,7257408,12133711,26593,2731848,4827343,607251,8413,2724108,4016255,604633,8211,N/A,72.8,N/A,83.5,61.1,6927419,70.3,9221817,1950054,95,1773934,86.8,790482,896477,83325,3650,4870843,238389,1146450,8872411,81.9,7931812,73.2,2731733,4584476,607191,8412,19472985,179676,216138,9221218,77.3,8174645,68.6,2731750,4827288,607194,8413,20068288,168289,196434,3272995,40,3241871,44.1,2139389,57.3,1221316,68.8,1397443,1833336,41236,980,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana,11105880,164966,215053,8562780,127191,7955889,154057,3911293,58.1,3572809,69.2,3508138,52.1,3252907,63,6729680,3803400,572800,0,292512,3135312,5107416,27540,1218466,2009729,272052,7891,1218126,1755242,271761,7778,N/A,58.1,N/A,69.2,49,3045839,59,3911293,989674,91.2,929712,85.6,455167,440263,30507,3775,2515923,231724,1022880,3810830,66.8,3456286,60.6,1218439,1957947,272026,7874,8411772,147445,194668,3911066,61.9,3508093,55.6,1218457,2009709,272036,7891,8562511,135614,175896,1259835,35.9,1249388,38.4,907044,49.6,556805,59.9,505799,736305,17129,602,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kansas,5209315,178811,235389,4118688,141375,3766435,170191,2031921,69.7,1836487,83,1668327,57.3,1518090,68.6,3010595,1949720,249000,0,128786,1587709,2398818,3375,607761,941754,118199,613,607389,792098,118070,533,N/A,69.7,N/A,83,54.1,1427256,64.5,2031921,515701,95,419844,88.3,199872,201536,18183,253,1154817,242870,1095580,1971340,80.4,1631106,66.5,607743,904575,118179,609,4021093,164013,212478,2031794,74.5,1668308,61.2,607753,941748,118194,613,4118551,150974,190958,578949,34.7,573489,37.8,402287,49.5,247598,59,258469,311973,8380,127,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kentucky,7466735,167128,215503,5948800,133152,5530435,159618,2805433,62.8,2575375,74.3,2432111,54.4,2248616,64.9,4153515,2944020,369200,0,224863,2466268,3255552,2117,944155,1283211,203159,1586,943808,1100283,203015,1510,N/A,62.8,N/A,74.3,51,2094530,60.5,2805433,712034,94.9,634332,84.5,289792,305507,38251,782,1696408,226018,994817,2737107,71.9,2387287,62.7,944054,1238524,203128,1581,5835172,153308,196175,2805079,66.9,2432065,58,944146,1283197,203137,1585,5947729,141779,177989,889505,36.6,884017,39.3,646526,51.1,389976,61.5,408334,462109,18954,108,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Louisiana,6892830,148271,193556,5699580,122603,5354362,150354,2685619,57.8,2487012,69.8,2346777,50.5,2202996,61.9,4006970,2571160,314700,0,186994,2351885,3157829,2872,928363,1247598,169791,1025,927847,1104531,169607,1011,N/A,57.8,N/A,69.8,47.6,2068501,58.1,2685619,666610,90,629294,84.9,299044,307880,22162,208,1655934,223466,930179,2644385,67.4,2329328,59.4,928337,1230205,169764,1022,5641518,143795,175689,2685419,61.8,2346720,54,928349,1247575,169771,1025,5699327,131100,158553,750790,32,746879,33.9,567711,45.6,353856,56.2,329981,410640,10140,29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Massachusetts,14758730,214127,266417,13143493,190693,11948791,215694,6291954,91.3,5637751,95,5160634,74.9,4637594,83.7,8705650,5453080,600000,0,387364,5184887,7570817,425,1838933,2950505,371021,175,1833580,2434083,369775,156,N/A,91.3,N/A,95,71.3,4392638,79.3,6291954,1360052,95,1086150,92.9,491194,521522,73369,65,3063770,262010,1262150,6048069,95,4986118,82.9,1838897,2776053,370994,174,12724690,211488,245294,6291788,95,5160606,79,1838924,2950491,371016,175,13143374,201118,225836,2060618,39.9,2038347,44,1276200,54.7,690969,63.6,1007689,1031748,21173,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maryland,13416450,221918,284790,10540160,174342,9533643,202370,4892229,80.9,4349562,92.3,4270570,70.6,3832431,81.4,8275030,4550520,590900,0,347731,3880595,6297232,14602,1458436,2493374,314984,3776,1457882,2056347,314654,3548,N/A,80.9,N/A,92.3,67.4,3638015,77.2,4892229,983390,95,887800,92.5,423702,408667,54371,1060,2419571,252197,1398430,4710842,91.2,4149662,80.4,1458374,2372691,314850,3747,10237173,198284,259863,4891697,86.1,4270459,75.1,1458404,2493335,314946,3774,10539536,185433,236050,1664682,39,1643677,42.9,1083189,56,592617,66.8,734853,900653,28876,300,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maine,2924750,217581,267010,2537223,188752,2339524,213583,1160574,86.3,1057286,95,1022974,76.1,934086,85.3,1646370,1127780,150600,0,139262,1039462,1355789,2710,372235,521306,128855,578,372157,432624,128776,529,N/A,86.3,N/A,95,69.5,845642,77.2,1160574,319695,95,278573,95,126846,127047,24448,232,778478,272896,1025280,1121556,94.7,992395,83.8,372216,490769,128833,577,2467350,208226,246828,1160452,90.6,1022942,79.9,372228,521300,128836,578,2537089,198106,228376,466954,45.6,462877,49.6,334950,61.5,197556,70.9,221841,235505,9205,403,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marshall Islands,68980,88731,145132,48690,62631,45196,95091,26251,33.8,24361,51.3,23060,29.7,21611,45.5,9180,47700,12100,0,2581,42521,3586,2,18987,1505,2567,1,18951,101,2558,1,N/A,33.8,N/A,51.3,26.4,19068,40.1,26251,1386,37.1,1235,33.1,1121,1,113,0,2683,71892,1848340,26100,45.5,23014,40.1,18979,1470,2564,1,48490,84523,120239,26239,37.9,23053,33.3,18982,1504,2566,1,48672,70337,99685,1609,7,1606,7.4,642,12.4,168,13.6,1594,10,5,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michigan,18107310,181311,230874,14116247,141348,13082783,166810,6367463,63.8,5814805,74.1,5696274,57,5238870,66.8,10297270,6903240,906800,0,444773,5554934,8114543,1997,2094925,3192807,407523,1019,2094177,2736548,407211,934,N/A,63.8,N/A,74.1,54.2,4957197,63.2,6367463,1670902,94.6,1526172,86.4,762834,692556,70211,571,4154554,235332,1025680,6181331,71.9,5565593,64.8,2094867,3062218,407494,1014,13800338,160562,210673,6367129,67.6,5696223,60.5,2094906,3192790,407509,1018,14115881,149844,192214,2441349,42.9,2422215,46.2,1735108,57.7,1038364,68,1089631,1312404,39245,69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Minnesota,10930110,193809,252051,9238147,163808,8381583,193281,4047025,71.8,3595736,82.9,3706358,65.7,3318357,76.5,6712130,3726080,491900,0,345993,3402669,5486393,3092,1266264,2119163,319903,1028,1263994,1733992,319385,986,N/A,71.8,N/A,82.9,62.5,3139218,72.4,4047025,930817,95,872396,94.8,367241,454648,50223,284,2431907,264228,1187560,3871394,81,3576216,74.8,1266235,1989079,319885,1017,8933615,186970,228755,4046782,76.5,3706310,70.1,1266258,2119136,319888,1028,9237869,174695,206696,1765898,47.6,1749158,52.7,1154910,66,667074,76.5,730305,1010029,25318,246,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Missouri,9932915,161842,208375,8128926,132448,7543265,158244,3839485,62.6,3515900,73.8,3261751,53.1,3008657,63.1,5973055,3549260,410600,0,239646,2961719,4925253,2308,1125522,1907282,228357,590,1125050,1655061,228099,447,N/A,62.6,N/A,73.8,50.4,2838218,59.5,3839485,996357,93.8,875278,82.4,398644,437000,39473,161,2390376,225075,935270,3740916,71.4,3199299,61.1,1125508,1844878,228331,582,7967133,152169,189715,3839175,66.5,3261714,56.5,1125510,1907273,228341,590,8128592,140893,172167,1110698,34.1,1104815,36.7,807775,47.8,510863,58.4,463559,633243,13852,44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Northern Mariana Islands,113330,218569,314151,97466,187973,80319,222644,43670,84.2,34569,95,40614,78.3,32718,90.7,85310,24720,3300,0,1248,13475,82743,0,4952,34551,1111,0,4951,26656,1111,0,N/A,84.2,N/A,95,76.5,31782,88.1,43670,3139,83.6,3025,80.6,484,2427,114,0,7960,212040,3018910,39770,94,37583,88.9,4952,31520,1111,0,90532,214074,267983,43668,90.8,40614,84.4,4952,34551,1111,0,97464,202619,235604,14339,35.3,14183,43.3,7429,56.6,1918,63.4,3078,11121,140,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mississippi,4586295,154102,201368,3514909,118103,3288834,144401,1673591,56.2,1545962,67.9,1450175,48.7,1352606,59.4,2648795,1721400,216100,0,87040,1432427,1993166,2276,564587,803912,80915,761,564259,706789,80819,739,N/A,56.2,N/A,67.9,46.6,1288932,56.6,1673591,436463,89.7,399264,82,203770,177730,17399,365,1052059,216165,942338,1649125,65.4,1436974,57,564575,790738,80900,761,3476921,137895,181893,1673452,59.9,1450146,51.9,564579,803902,80904,761,3514753,125856,164226,430552,29.7,428643,31.7,341947,43.3,214571,53.7,205588,218478,6161,325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Montana,1733335,162179,206303,1449685,135639,1349406,160607,664715,62.2,609603,72.6,578392,54.1,535170,63.7,943615,686120,103600,0,57816,615263,774823,1783,229801,295661,52508,422,229673,252638,52444,415,N/A,62.2,N/A,72.6,50.3,494883,58.9,664715,192809,93.4,173937,84.3,83500,80365,9868,204,475114,230150,839644,646737,70.5,566681,61.8,229781,283976,52502,422,1419961,154748,188899,664610,66,578365,57.4,229785,295655,52503,422,1449544,143858,172022,233055,40.3,231809,43.3,170655,54.7,110887,63.8,110948,117736,4105,266,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Carolina,18923600,180430,231132,15081751,143799,13897281,169740,8100465,77.2,7436771,90.8,5976587,57,5483767,67,11149020,6878880,895700,0,491654,5653063,8936125,909,2101744,3413382,461327,134,2098675,2925070,459891,131,N/A,77.2,N/A,90.8,53.2,5091338,62.2,8100465,2095276,95,1485505,84.8,714201,718273,52971,60,4115107,235002,1080670,7892870,87.8,5848916,65.1,2101634,3285844,461304,134,14739108,164032,210601,8099564,82,5976256,60.5,2101688,3413124,461310,134,15080543,152663,191567,1248375,20.9,1238192,22.6,877074,29.6,519980,35,553163,672830,22371,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Dakota,1193740,156646,205148,1022258,134144,947625,162853,476513,62.5,437184,75.1,402460,52.8,371699,63.9,694280,447760,51700,0,38454,385988,597501,315,141600,225572,35284,4,141393,195167,35135,4,N/A,62.5,N/A,75.1,49.4,345686,59.4,476513,119599,95,101379,84.6,47721,49315,4342,1,286627,239165,996070,462877,72.6,393571,61.8,141594,216695,35278,4,997490,156531,187328,476445,67.3,402448,56.8,141596,225568,35280,4,1022178,144383,168617,149643,37.2,148922,40.1,105805,54.2,66129,65.2,66213,81180,2247,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nebraska,3429950,177313,235196,2888013,149297,2637290,180843,1290698,66.7,1156773,79.3,1163125,60.1,1052110,72.1,2106450,1176700,146800,0,89806,1053672,1738908,5627,403322,673468,84881,1454,403135,562792,84796,1387,N/A,66.7,N/A,79.3,57.2,995928,68.3,1290698,302481,95,282602,90.4,137392,137509,6823,878,794965,254423,1097730,1246220,77.1,1132009,70,403290,642414,84859,1446,2812022,173860,212065,1290459,71.6,1163069,64.5,403302,673447,84866,1454,2887712,160115,190180,482817,41.5,478104,45.4,324512,59,195427,69.2,193129,284562,4848,278,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Hampshire,2958020,217548,267825,2418657,177880,2230984,201998,1354105,95,1256299,95,916429,67.4,845859,76.6,1755500,1034520,168000,0,109296,909112,1400174,75,335061,500228,81052,88,334800,429983,80994,82,N/A,95,N/A,95,62.1,774155,70.1,1354105,401569,95,234815,92.5,97174,120601,17002,38,671926,264680,1165200,1322446,95,898763,75,334954,482696,81025,88,2369574,197700,246796,1353176,95,916209,70.7,334956,500139,81026,88,2417473,186520,228226,134140,14.6,132903,15.7,90128,18.5,46991,20,63123,67910,3097,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Jersey,18777785,211409,270433,15136945,170419,13800495,198751,7493073,84.4,6749534,95,6289684,70.8,5701885,82.1,11297085,6580500,900200,0,534248,5806809,8794838,1050,2223979,3570697,494551,457,2223283,2983955,494213,434,N/A,84.4,N/A,95,66.7,5337687,76.9,7493073,1566063,95,1328060,90,618407,618041,91462,150,3531998,239371,1272610,7262781,95,6144590,80.7,2223917,3425755,494464,454,14766737,193831,246480,7492198,89.5,6289569,75.2,2223947,3570671,494494,457,15136052,180891,224413,2224070,35.4,2200135,38.6,1450550,49.8,783632,59,999451,1177865,46732,22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Mexico,3794455,180962,234082,3462716,165141,3161696,195047,1699320,81,1519364,93.7,1393646,66.5,1256210,77.5,2173175,1438280,183000,0,111692,1423226,1920523,7275,536790,750637,104233,1986,536369,613805,104078,1958,N/A,81,N/A,93.7,62.8,1180017,72.8,1699320,408208,95,343881,91.1,160951,161065,20869,996,929573,246175,1004870,1643613,92,1360209,76.1,536753,717252,104218,1986,3378556,189017,212285,1699143,86,1393597,70.5,536774,750613,104224,1986,3462521,175243,192042,551566,39.6,547827,43.6,371207,55.2,215429,62.6,236031,307568,7885,82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nevada,5098450,165526,213546,4366397,141759,4049918,169629,2157231,70,1977411,82.8,1747407,56.7,1618363,67.8,3148750,1698400,251300,0,177641,1525451,2662796,509,582323,998851,166176,57,582220,869960,166128,55,N/A,70,N/A,82.8,52.3,1482393,62.1,2157231,483686,95,403656,81.4,186464,191584,25577,31,1106243,223045,1027970,2115789,80.7,1723919,65.8,582319,975371,166172,57,4300360,164023,194464,2157182,74.5,1747395,60.4,582319,998846,166173,57,4366336,150845,176138,530466,30.4,527335,32.6,373637,45.3,224157,55.5,223015,298222,9229,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New York State,39444725,202764,255715,34724690,178500,31955236,207162,16489335,84.8,14965442,95,14031397,72.1,12824251,83.1,24111885,13542540,1790300,0,1352504,12729806,20626469,15911,4812441,8006375,1208360,4221,4809862,6803164,1207382,3843,N/A,84.8,N/A,95,67.4,11907148,77.2,16489335,3385541,95,2929649,88.9,1383635,1360173,184223,1618,7998211,242653,1196690,15994338,95,13722317,81.8,4811862,7698144,1208175,4136,33922230,202240,235165,16487705,90,14030999,76.6,4812324,8006217,1208255,4203,34722560,189466,215233,4801768,34.2,4759739,37.1,3131265,49.5,1740468,59.4,2135106,2584037,82371,254,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ohio,19956485,170727,219035,16126222,137959,14971340,164320,7104724,60.8,6491229,71.2,6486699,55.5,5977398,65.6,11701645,7311640,943200,0,596294,6195260,9315776,18892,2318898,3630074,532734,4993,2318306,3121717,532490,4885,N/A,60.8,N/A,71.2,52.4,5610250,61.6,7104724,1868225,91.3,1763518,86.2,797022,873780,90269,2447,4820667,235577,975238,6901706,69,6342993,63.4,2318880,3486399,532722,4992,15775754,157746,199551,7104523,64.6,6486670,59,2318891,3630058,532728,4993,16126008,146623,181451,2778992,42.8,2756816,46.1,1965929,57.4,1187038,67.3,1212137,1517932,48474,449,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
