State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 12+ who have received a booster dose,Percent of fully vaccinated people 12+ with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Indian Health Svc,2773095,133142,N/A,2159007,103658,1910980,N/A,1074616,51.6,940407,N/A,851384,40.9,747454,N/A,1432015,1236480,104600,0,39605,1016376,1102856,170,388007,425657,37714,6,387666,322137,37645,6,N/A,51.6,N/A,N/A,39.3,715087,0,1074616,176230,0,138076,0,77904,56722,3449,1,383550,0,0,1031287,0,821006,0,387922,395389,37689,6,2085206,0,0,1074256,0,851233,0,387936,425601,37690,6,2158468,0,0,248487,29.2,248442,30.3,238990,32,66379,48.1,120714,125907,1747,119,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Illinois,25990855,205107,263761,21636884,170748,19364710,196517,9600247,75.8,8454843,85.8,8503109,67.1,7517015,76.3,15814515,9017640,1158700,0,671904,7674870,13261567,28543,2774574,5100404,619237,8894,2766868,4124875,616603,8669,N/A,75.8,N/A,85.8,64.1,7136439,72.4,9600247,1961150,95,1783683,87.3,793697,902426,83833,3727,5017387,245561,1272050,9147367,84.4,8133785,75.1,2774457,4731262,619180,8886,20810348,192016,239817,9596555,80.5,8501773,71.3,2774476,5099225,619183,8889,21631871,181401,217955,4145800,48.8,4145290,51,3996782,53.2,1339594,75.1,1706049,2387589,50791,1371,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana,12514980,185897,242339,9158776,136044,8418599,163017,4073314,60.5,3684458,71.3,3626718,53.9,3322265,64.3,7521280,4402800,590900,0,301531,3309977,5518003,29265,1239713,2100139,278682,8184,1239334,1796526,278379,8026,N/A,60.5,N/A,71.3,51,3129885,60.6,4073314,1000362,92.1,935737,86.2,457619,443379,30899,3840,2600541,239517,1152670,3937890,69,3538207,62,1239670,2011734,278655,8148,8936982,156651,219367,4072954,64.5,3626657,57.4,1239704,2100103,278666,8184,9158402,145052,198214,1583727,43.7,1581695,44.7,1537871,46.3,622516,66.5,622014,940222,20503,988,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kansas,5717315,196248,258344,4415444,151561,3990026,180294,2133369,73.2,1910311,86.3,1745263,59.9,1565853,70.8,3278675,2184440,254200,0,136257,1677300,2598056,3831,622526,997118,124921,698,622118,818352,124788,595,N/A,73.2,N/A,86.3,56.9,1477595,66.8,2133369,523906,95,424115,89.2,201531,203759,18551,274,1193519,251010,1202410,2054715,83.8,1687053,68.8,622493,938977,124900,683,4279033,174534,233198,2133211,78.2,1745241,64,622518,997110,124916,697,4415267,161851,209580,713302,40.9,713201,42.3,690759,44.1,272915,64.3,310295,392559,10261,187,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kentucky,8332475,186506,240489,6295671,140916,5804503,167528,2911535,65.2,2655657,76.6,2515316,56.3,2302641,66.5,4519575,3434500,378400,0,232794,2590196,3470329,2352,964474,1340742,208383,1717,964091,1128704,208227,1619,N/A,65.2,N/A,76.6,53,2157367,62.3,2911535,721439,95,639726,85.2,292275,307945,38695,811,1746141,232644,1110160,2826312,74.3,2449382,64.4,964354,1274969,208350,1709,6143544,161410,218920,2911100,69.4,2515264,60,964461,1340727,208360,1716,6294518,150046,198626,1068350,42.5,1068242,43.6,1044368,45.4,425769,66.6,484175,561405,22612,158,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Louisiana,7866490,169216,220897,6033960,129796,5620088,157816,2790163,60,2561392,71.9,2436341,52.4,2261925,63.5,4341370,3206420,318700,0,195344,2476666,3358917,3033,950028,1307821,177422,1070,949474,1134183,177218,1050,N/A,60,N/A,71.9,49.6,2130525,59.8,2790163,673786,90.9,634062,85.6,301648,309837,22365,212,1710493,230829,1061570,2728820,69.6,2397815,61.1,949994,1269367,177390,1064,5935059,151277,200506,2789900,64.2,2436262,56,950013,1307779,177401,1069,6033622,138789,180950,915991,37.6,915840,38.2,902403,39.9,396895,62.6,408060,495128,12727,76,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Massachusetts,16095890,233528,290555,14191945,205904,12746430,230092,6629739,95,5888618,95,5336437,77.4,4731688,85.4,9390690,6097500,607700,0,398984,5562615,8229906,440,1879371,3077549,379317,200,1873992,2479471,378049,176,N/A,95,N/A,95,74.2,4508315,81.4,6629739,1384247,95,1094306,93.6,494865,525177,74190,74,3162036,270414,1376500,6331554,95,5099402,84.8,1879332,2840587,379287,196,13655527,226959,267518,6627483,95,5335663,81.6,1879362,3076791,379311,199,14188950,217118,246298,2612718,49,2612442,51.2,2507705,53,757441,69.2,1233696,1353577,25427,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maryland,14931710,246981,316955,11440813,189239,10198817,216490,5114684,84.6,4497450,95,4457347,73.7,3928393,83.4,9246510,5084500,600700,0,359802,4147035,6917682,16294,1493340,2637420,322428,4159,1492690,2109837,322058,3808,N/A,84.6,N/A,95,70.8,3753624,79.7,5114684,993068,95,894684,93.3,427417,411242,54886,1139,2511487,261778,1556370,4880179,94.5,4265011,82.6,1493246,2445411,322263,4091,11012649,213304,289212,5113923,90,4457225,78.4,1493305,2637373,322390,4157,11439938,201275,262709,2146138,48.1,2145637,50.3,2056516,52.4,655625,73.3,908629,1202921,33981,607,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maine,3175550,236239,289907,2694083,200421,2464401,224983,1198247,89.1,1086979,95,1051490,78.2,952037,86.9,1773430,1250220,151900,0,142443,1097513,1450849,3278,378544,541127,131079,740,378463,441903,130999,672,N/A,89.1,N/A,95,72.2,871269,79.5,1198247,323074,95,280298,95,127649,127791,24602,256,796727,279294,1113190,1154070,95,1012929,85.5,378523,502613,131057,736,2611276,220373,267993,1198105,93.6,1051456,82.1,378537,541119,131060,740,2693927,210352,247959,560897,53.3,560838,55.4,543246,57.1,210441,75.1,259540,290289,10488,580,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marshall Islands,81080,104295,170591,52349,67338,47334,99590,27874,35.9,24783,52.1,23655,30.4,21894,46.1,15780,52700,12600,0,2650,44572,5125,2,19208,1823,2622,2,19172,107,2613,2,N/A,35.9,N/A,52.1,27.2,19355,40.7,27874,1415,37.9,1243,33.3,1127,1,115,0,2851,76393,2172560,26903,46.9,23409,40.8,19200,1588,2619,2,51126,89118,141331,27860,40.3,23647,34.2,19203,1821,2621,2,52328,75621,117171,3099,13.1,3099,13.2,3096,14.1,300,24.1,3062,20,17,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michigan,19906730,199329,253818,15086338,151062,13852625,176626,6576803,65.9,5966362,76.1,5889772,59,5355218,68.3,11144590,7835840,926300,0,459665,5900195,8724372,2106,2139012,3333037,416641,1082,2138214,2799706,416312,986,N/A,65.9,N/A,76.1,56.4,5099339,65,6576803,1688426,95,1538402,87.1,768663,698286,70861,592,4293328,243193,1127600,6351005,73.9,5701018,66.3,2138947,3144386,416612,1073,14668755,170666,231608,6576297,69.8,5889711,62.5,2138990,3333013,416627,1081,15085800,160139,211315,2985640,50.7,2985369,52.4,2906776,54.3,1135879,73.8,1316220,1623096,46218,106,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Minnesota,11914970,211272,274762,9853584,174720,8826086,203531,4183752,74.2,3680383,84.9,3830382,67.9,3382210,78,7198010,4216760,500200,0,353693,3581985,5913885,4021,1287594,2215307,326034,1447,1285260,1770066,325496,1388,N/A,74.2,N/A,84.9,65.1,3224824,74.4,4183752,937204,95,876804,95,369087,456889,50477,351,2487485,270267,1294570,3968078,83,3651613,76.4,1287540,2036626,326016,1431,9460637,198000,249367,4181728,79.1,3829701,72.4,1287586,2214653,326019,1443,9850893,186287,225320,2125396,55.5,2125156,58.2,2049913,60.6,708477,80.8,857058,1239887,28141,310,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Missouri,11001305,179249,230788,8619706,140445,7925653,166266,4001013,65.2,3635482,76.3,3372143,54.9,3077473,64.6,6414505,4166100,420700,0,247632,3117749,5252004,2321,1149618,1987033,234808,684,1149120,1693342,234542,469,N/A,65.2,N/A,76.3,52.3,2916699,61.2,4001013,1011156,95,882772,83.1,402253,440431,39922,166,2461652,231786,1035870,3873787,74,3278951,62.6,1149598,1893919,234777,657,8399349,160424,210120,4000657,69.3,3372100,58.4,1149605,1987022,234792,681,8619346,149399,190685,1366385,40.5,1366244,41.7,1332517,43.3,564432,63.9,560839,788740,16745,61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Northern Mariana Islands,121430,234190,336604,105001,202505,85466,236912,44959,86.7,35233,95,42601,82.2,33723,93.5,92810,25020,3600,0,1320,14392,89289,0,5157,36306,1137,1,5156,27429,1137,1,N/A,86.7,N/A,95,80.6,32919,91.3,44959,3187,84.9,3080,82,497,2466,117,0,8324,221737,3234680,40583,95,38796,91.7,5157,32501,1137,1,96816,228934,287136,44955,93.5,42601,88.6,5157,36306,1137,1,104997,218280,252443,18565,43.6,18564,47.9,17629,52.3,2178,70.7,3694,14686,185,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mississippi,5255235,176578,230739,3746059,125869,3474504,152553,1745434,58.6,1597782,70.2,1510183,50.7,1392571,61.1,2910655,2121480,223100,0,91219,1506867,2145460,2513,577516,847377,84333,957,577162,730250,84235,924,N/A,58.6,N/A,70.2,48.7,1331467,58.5,1745434,443110,91,404976,83.2,205504,181374,17651,447,1097048,225409,1079780,1707247,67.7,1482801,58.8,577501,820027,84317,956,3680121,145954,208423,1745277,62.5,1510152,54.1,577508,847365,84322,957,3745886,134133,188180,536602,35.5,536544,36.2,528529,38,244267,60.3,251225,277088,7841,448,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Montana,1872295,175181,222842,1530012,143155,1412917,168166,687924,64.4,626584,74.6,596255,55.8,546522,65,997795,770300,104200,0,60033,644740,823190,2049,234306,307186,54285,478,234164,257680,54210,468,N/A,64.4,N/A,74.6,52.2,508137,60.5,687924,195173,94.5,175563,85,84328,80974,10036,225,489531,237133,906957,665639,72.5,579710,63.2,234283,290672,54278,477,1491121,162503,204043,687795,68.3,596226,59.2,234290,307178,54280,478,1529845,151827,185813,274418,46,274384,47.3,268853,49.2,119944,68.3,129450,139748,4888,332,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Carolina,20744900,197795,253377,16040239,152938,14630091,178691,8596653,82,7823417,95,6201249,59.1,5622542,68.7,12015040,7813760,916100,0,508845,5969173,9561290,931,2152155,3571765,477185,144,2149019,2997656,475728,139,N/A,82,N/A,95,55.4,5234980,63.9,8596653,2154949,95,1498685,85.6,720300,723999,54321,65,4239236,242091,1184680,8331132,92.7,6011177,66.9,2152040,3381836,477158,143,15576577,173352,230870,8594663,87,6200658,62.8,2152112,3571235,477168,143,16037693,162353,210004,1544360,24.9,1544252,25.7,1500845,26.7,578981,38.6,680325,836934,27082,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Dakota,1310100,171915,225145,1062039,139364,977109,167920,490607,64.4,447289,76.9,414179,54.3,378870,65.1,758680,499020,52400,0,39438,401936,620342,323,144409,233429,36332,9,144197,198483,36181,9,N/A,64.4,N/A,76.9,51,353416,60.7,490607,120470,95,102033,85.1,48067,49595,4368,3,291013,242824,1093160,473777,74.3,401270,63,144403,220532,36326,9,1029193,161506,205588,490420,69.3,414131,58.5,144405,233389,36328,9,1061798,149980,185053,166298,40.2,166287,41.4,164572,43.4,69077,67.7,75664,88151,2476,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nebraska,3752010,193962,257281,3068726,158639,2771230,190027,1339221,69.2,1190075,81.6,1205071,62.3,1076118,73.8,2279430,1323280,149300,0,93202,1105800,1863721,6003,411094,705111,87319,1547,410885,576539,87229,1465,N/A,69.2,N/A,81.6,59.6,1024473,70.2,1339221,306596,95,284585,91.1,138358,138384,6936,907,816599,261347,1200810,1284626,79.4,1160874,71.8,411056,660989,87295,1534,2969529,183598,231977,1338949,74.2,1205013,66.8,411073,705089,87304,1547,3068387,170132,208037,577702,47.9,577616,49.8,559060,52,210390,73.9,226741,344259,6376,326,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Hampshire,3256030,239465,294808,2616383,192422,2388088,216223,1461108,95,1342293,95,946944,69.6,865037,78.3,1925290,1155440,175300,0,113953,975204,1527133,93,341094,521599,84154,97,340830,440021,84095,91,N/A,95,N/A,95,64.6,795855,72.1,1461108,414122,95,237091,93.4,98036,121627,17387,41,695892,274120,1282590,1420401,95,921276,76.9,340987,496066,84126,97,2549952,212750,271660,1460115,95,946714,73,340989,521500,84128,97,2615136,201771,251219,196452,20.7,196435,21.3,188990,21.8,56893,24,90321,101568,4551,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Jersey,20831835,234535,300014,16438280,185070,14790348,213007,7873976,88.6,7022930,95,6568615,74,5853109,84.3,12412675,7476160,943000,0,562196,6205296,9668730,2058,2273688,3785331,508665,931,2272915,3071008,508303,883,N/A,88.6,N/A,95,70.2,5521104,79.5,7873976,1594191,95,1341912,90.9,623880,625069,92739,224,3671394,248818,1411820,7570019,95,6326872,83,2273609,3543784,508566,913,15900386,208711,273442,7872788,94.1,6568488,78.5,2273655,3785298,508605,930,16437073,196439,248961,2909139,44.3,2908661,46,2802560,47.9,880904,65.6,1252375,1596415,60298,51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Mexico,4227345,201607,260788,3742875,178502,3366146,207660,1795147,85.6,1585165,95,1454046,69.3,1290001,79.6,2393045,1648200,186100,0,116955,1523285,2094378,8257,552907,791035,107965,2139,552472,627618,107807,2104,N/A,85.6,N/A,95,66,1220212,75.3,1795147,418243,95,348696,92.3,163592,162815,21222,1067,962030,254771,1119510,1719369,95,1400664,78.4,552863,737718,107947,2136,3621069,202585,236504,1794929,90.8,1453993,73.6,552891,791008,107956,2138,3742637,189420,213951,689989,47.5,689857,49.3,662846,51.4,234936,67.4,290790,388869,10176,154,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nevada,5641410,183153,236288,4688615,152220,4300554,180127,2272816,73.8,2062881,86.4,1831584,59.5,1672575,70.1,3442410,1940900,258100,0,183616,1614377,2890097,525,596627,1064168,170733,56,596518,905318,170685,54,N/A,73.8,N/A,86.4,55.3,1543403,64.6,2272816,496730,95,410028,82.7,188645,195328,26024,31,1147610,231386,1137450,2212342,84.4,1787879,68.2,596621,1020473,170729,56,4583378,174818,215173,2272736,78.5,1831570,63.3,596622,1064162,170730,56,4688524,161976,194896,673329,36.8,673301,37.7,657647,39.3,249834,60.9,278412,383252,11665,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New York State,43700145,224638,283302,37573510,193145,34204242,221742,17235231,88.6,15517948,95,14632320,75.2,13168968,85.4,26450945,15392300,1856900,0,1411564,13613136,22529705,19105,4921308,8465517,1240263,5232,4918476,7006770,1239128,4594,N/A,88.6,N/A,95,70.9,12339106,80,17235231,3438754,95,2959135,89.8,1395756,1375169,186431,1779,8299374,251790,1325800,16607038,95,14123572,84.2,4920647,7957847,1240059,5019,36436111,217228,260535,17233033,94,14631861,79.8,4921185,8465320,1240152,5204,37570752,205007,238453,6303525,43.1,6302359,44.6,6112962,46.4,1951336,65.9,2721978,3471651,109505,391,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ohio,21847955,186909,239795,17152418,146739,15784017,173240,7334670,62.7,6658651,73.1,6712161,57.4,6118597,67.2,12652315,8225940,969700,0,616747,6528266,9987525,19880,2364753,3796041,546171,5196,2364125,3203491,545911,5070,N/A,62.7,N/A,73.1,54.5,5779775,63.4,7334670,1886869,92.2,1779459,87,803026,882815,91107,2511,4974042,243073,1067670,7088589,70.9,6504920,65,2364731,3588843,546158,5188,16693410,166922,218464,7334303,66.7,6712127,61,2364745,3796022,546164,5196,17152041,155952,198649,3362159,50.1,3361539,51.7,3274640,53.5,1299471,73,1438720,1865934,56857,648,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
