State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 50+ who have received a booster dose,Percent of fully vaccinated people 50+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Indian Health Svc,2682995,128816,N/A,2107011,101162,1876405,N/A,1056897,50.7,928974,N/A,837241,40.2,741143,N/A,1371815,1208280,102900,0,38814,998535,1069494,168,385172,414899,37164,6,384837,319201,37099,6,N/A,50.7,N/A,N/A,38.6,708430,0,1056897,174834,0,137529,0,77565,56546,3417,1,378879,0,0,1017692,0,812795,0,385087,390561,37141,6,2043274,0,0,1056565,0,837094,0,385101,414845,37142,6,2106503,0,0,228063,27.2,221868,29.9,138151,38.6,63691,46.3,111356,115082,1507,118,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Illinois,25089235,197992,254611,21082129,166370,18989020,192705,9519093,75.1,8421455,85.5,8345634,65.9,7445953,75.6,15291215,8648120,1149900,0,666837,7562495,12825162,27635,2756871,4961700,618388,8675,2749091,4072639,615756,8467,N/A,75.1,N/A,85.5,62.7,7048034,71.5,9519093,1961318,95,1780450,87.1,792992,899969,83785,3704,4968335,243161,1227920,9101328,84,8042786,74.2,2756756,4659027,618329,8674,20357595,187839,231497,9517375,79.8,8345415,70,2756773,4961635,618332,8675,21080254,176775,210394,3861850,46.3,3755430,50.4,2366183,63,1302045,73.1,1619187,2193452,48040,1171,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana,11967110,177759,231730,8961311,133111,8269368,160127,4021872,59.7,3648694,70.7,3569870,53,3289397,63.7,7251710,4133700,581700,0,298657,3256397,5377870,28387,1229360,2055757,276730,8023,1229006,1776076,276431,7884,N/A,59.7,N/A,70.7,50.1,3093218,59.9,4021872,996926,91.8,932964,85.9,456520,441869,30771,3804,2575051,237169,1102210,3897026,68.3,3498866,61.3,1229331,1984838,276704,7993,8767217,153675,209764,4021579,63.7,3569821,56.5,1229351,2055733,276714,8023,8960982,141925,189537,1499655,42,1462811,44.5,1017565,55.3,604995,64.8,592388,886847,19628,792,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kansas,5531365,189865,249941,4293314,147369,3896545,176070,2103945,72.2,1889464,85.4,1714084,58.8,1548020,69.9,3180805,2097260,253300,0,132062,1640573,2517069,3610,616847,973593,122983,661,616456,808143,122852,569,N/A,72.2,N/A,85.4,55.8,1458405,65.9,2103945,521375,95,422081,88.8,200718,202688,18407,268,1177369,247613,1163310,2031102,82.8,1665698,67.9,616818,925267,122962,651,4172592,170192,225614,2103801,77.1,1714064,62.8,616839,973586,122978,661,4293154,157375,202764,669701,39.1,651955,42.1,440632,53.7,263535,62.4,293093,366836,9604,168,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kentucky,8024435,179611,231599,6159866,137876,5697795,164448,2878723,64.4,2631320,75.9,2479299,55.5,2280254,65.8,4394575,3253160,376700,0,229283,2542725,3385631,2227,955481,1315535,206633,1650,955108,1117102,206481,1563,N/A,64.4,N/A,75.9,52.2,2131944,61.5,2878723,718678,95,637452,84.9,291209,306920,38530,793,1726257,229995,1069120,2799133,73.5,2423457,63.7,955364,1259851,206600,1642,6023371,158253,210827,2878308,68.6,2479250,59.1,955471,1315520,206610,1649,6158732,146809,191283,1010726,40.8,992233,43.5,702738,55.1,412953,64.8,459616,529631,21340,139,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Louisiana,7506890,161480,210799,5895914,126827,5512147,154785,2756912,59.3,2539071,71.3,2397954,51.6,2239178,62.9,4223970,2964720,318200,0,191569,2424817,3276557,2971,941153,1280838,174913,1050,940617,1122814,174714,1033,N/A,59.3,N/A,71.3,48.7,2106751,59.2,2756912,671885,90.7,632127,85.3,300636,308997,22284,210,1689226,227959,1013050,2703100,68.9,2370596,60.4,941120,1253548,174882,1046,5815564,148231,191340,2756677,63.4,2397885,55.2,941138,1280804,174893,1050,5895611,135615,172678,861102,35.9,850459,38,630438,50.2,382203,60.5,381784,467363,11881,74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Massachusetts,15575450,225977,281160,13826844,200607,12482375,225326,6511108,94.5,5801967,95,5250029,76.2,4685641,84.6,9118990,5851360,605100,0,394959,5455088,7976368,429,1859041,3014242,376553,193,1853678,2456492,375299,172,N/A,94.5,N/A,95,72.8,4456613,80.4,6511108,1376031,95,1090703,93.3,493282,523441,73910,70,3128528,267548,1332000,6232413,95,5043286,83.8,1859004,2807567,376524,191,13341282,221736,258868,6510199,95,5249988,80.3,1859032,3014215,376548,193,13825959,211563,238334,2455961,46.8,2378093,50.8,1416954,60.4,737116,67.6,1181409,1250399,24141,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maryland,14405890,238284,305793,11091749,183466,9936071,210912,5038869,83.3,4445889,94.4,4372084,72.3,3884261,82.5,8925470,4883320,597100,0,354392,4048898,6673014,15445,1476840,2571082,320207,3955,1476239,2084488,319849,3685,N/A,83.3,N/A,94.4,69.3,3702449,78.6,5038869,987989,95,890652,92.8,425861,408992,54704,1095,2473141,257781,1501560,4821575,93.4,4212134,81.6,1476762,2411409,320052,3911,10712883,207498,279028,5038204,88.6,4371970,76.9,1476807,2571041,320169,3953,11090974,195135,253458,1984299,45.4,1913185,49.3,1199972,61.6,632092,71,852590,1099092,32171,446,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maine,3080350,229157,281215,2644389,196724,2425561,221438,1187539,88.3,1078771,95,1039787,77.4,944741,86.2,1726130,1202620,151600,0,141449,1081425,1418375,3140,375638,533015,130440,694,375559,438186,130361,635,N/A,88.3,N/A,95,71.2,861903,78.7,1187539,322047,95,279519,95,127263,127455,24555,246,790582,277140,1079820,1144900,95,1004423,84.8,375618,497695,130418,692,2566230,216571,259959,1187406,92.7,1039754,81.2,375631,533008,130421,694,2644244,206473,240526,535682,51.5,521710,55.2,361243,66,206663,73.9,250625,274309,10184,564,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marshall Islands,68980,88731,145132,49506,63681,45784,96329,26553,34.2,24492,51.5,23203,29.8,21698,45.7,9180,47700,12100,0,2607,43076,3821,2,19048,1564,2590,1,19012,104,2581,1,N/A,34.2,N/A,51.5,26.5,19142,40.3,26553,1397,37.4,1236,33.1,1121,1,114,0,2733,73232,1848340,26291,45.8,23144,40.3,19040,1516,2587,1,49181,85727,120239,26541,38.4,23196,33.5,19043,1563,2589,1,49488,71517,99685,2011,8.7,2008,9.3,776,15,207,16.7,1990,13,8,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michigan,19173850,191991,244473,14632332,146516,13484086,171927,6492694,65,5902532,75.3,5792701,58,5295507,67.5,10809830,7444120,919900,0,454349,5722208,8453738,2037,2114631,3263413,413611,1046,2113857,2767397,413294,959,N/A,65,N/A,75.3,55.3,5028304,64.1,6492694,1680974,95,1532421,86.8,765706,695527,70606,582,4226199,239390,1086090,6280323,73.1,5631585,65.5,2114569,3102394,413582,1040,14259891,165909,223081,6492273,68.9,5792645,61.5,2114609,3263394,413597,1045,14631876,155321,203535,2764643,47.7,2706035,51.1,1878387,62,1095991,71.5,1212189,1508385,43988,81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Minnesota,11552070,204837,266393,9609301,170389,8653666,199555,4131915,73.3,3650106,84.2,3769507,66.8,3351532,77.3,7014710,4040460,496900,0,350985,3515851,5738904,3561,1277524,2166536,324207,1240,1275221,1751438,323680,1193,N/A,73.3,N/A,84.2,63.9,3186582,73.5,4131915,934940,95,874771,95,368262,455800,50393,316,2464817,267804,1255140,3932768,82.3,3614665,75.7,1277475,2011773,324189,1228,9256694,193732,241772,4131051,78.1,3769446,71.3,1277516,2166498,324192,1240,9608394,181702,218458,2001945,53.1,1946285,58.1,1237531,70.4,693395,79.3,816003,1158412,27260,270,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Missouri,10612505,172915,222632,8447367,137637,7791468,163451,3954453,64.4,3601190,75.5,3325967,54.2,3049992,64,6274105,3920400,418000,0,244003,3063945,5137109,2310,1140163,1952214,232955,635,1139683,1677154,232691,464,N/A,64.4,N/A,75.5,51.5,2886440,60.6,3954453,1007246,94.8,879799,82.8,400933,438897,39805,164,2436222,229391,999259,3835621,73.3,3246496,62,1140148,1872803,232924,621,8248704,157547,202694,3954126,68.5,3325930,57.6,1140151,1952205,232939,635,8447024,146412,183946,1292025,38.8,1265394,41.5,892836,52.4,546693,62.1,531738,744408,15829,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Northern Mariana Islands,119530,230526,331337,101968,196656,83500,231462,44428,85.7,34961,95,41887,80.8,33394,92.6,91410,24720,3400,0,1259,14091,86618,0,5118,35649,1120,0,5117,27157,1120,0,N/A,85.7,N/A,95,79.1,32521,90.1,44428,3160,84.2,3064,81.6,495,2454,115,0,8181,217928,3184070,40254,95,38390,90.8,5118,32152,1120,0,94294,222970,282644,44425,92.4,41887,87.1,5118,35649,1120,0,101965,211977,248493,16789,40.1,16275,48.7,8270,62,2078,67.8,3467,13180,142,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mississippi,5033115,169115,220987,3659069,122946,3406797,149581,1723953,57.9,1582412,69.5,1484838,49.9,1377642,60.5,2821455,1991660,220000,0,89489,1480078,2087028,2474,572504,828011,83452,871,572157,721287,83356,842,N/A,57.9,N/A,69.5,47.8,1315660,57.8,1723953,441385,90.7,403499,82.9,204846,180658,17584,411,1081534,222221,1034150,1690042,67,1465092,58.1,572489,808295,83437,871,3604997,142975,199614,1723801,61.7,1484809,53.2,572496,828001,83441,871,3658902,131018,180226,504563,34,498471,36.2,385939,48.3,234749,58.2,237664,259152,7347,400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Montana,1823555,170621,217041,1499431,140294,1389004,165320,680025,63.6,620883,73.9,589321,55.1,542286,64.5,974795,745060,103700,0,59065,633495,804948,1923,232698,302477,53696,450,232563,255656,53626,441,N/A,63.6,N/A,73.9,51.5,503163,59.9,680025,194472,94.2,174988,84.8,84070,80724,9979,215,484389,234643,883347,659210,71.8,574810,62.6,232676,287995,53689,450,1464065,159554,198731,679912,67.5,589293,58.5,232682,302470,53691,450,1499281,148794,180976,260631,44.2,256530,47.3,183572,58.4,116702,66.7,123407,132278,4634,312,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Carolina,20049100,191161,244878,15641233,149133,14325250,174968,8442153,80.5,7706393,94.1,6104871,58.2,5567290,68,11704440,7436060,908600,0,501121,5849989,9289209,914,2131051,3500110,473570,140,2127961,2967066,472126,137,N/A,80.5,N/A,94.1,54.5,5175792,63.2,8442153,2135506,95,1492981,85.3,717539,721380,53998,64,4188844,239213,1144950,8197614,91.2,5945713,66.2,2130943,3341086,473544,140,15229315,169487,223127,8440949,85.4,6104577,61.8,2131008,3499876,473553,140,15639768,158324,202961,1440455,23.6,1407566,25.3,966246,32.3,556888,37.3,635655,779362,25422,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Dakota,1270060,166661,218264,1047416,137445,966390,166077,486502,63.8,444666,76.4,410407,53.9,376932,64.8,732480,485380,52200,0,39006,395084,613003,323,143333,230996,36070,8,143124,197881,35919,8,N/A,63.8,N/A,76.4,50.5,351218,60.4,486502,120198,95,101848,85,47947,49540,4358,3,289338,241427,1059750,470982,73.9,399203,62.6,143327,219804,36064,8,1017934,159740,199305,486392,68.7,410394,58,143329,230991,36066,8,1047290,147930,179397,161358,39.3,159832,42.4,110791,56.4,68068,66.8,72118,86845,2388,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nebraska,3631820,187748,249039,2993259,154738,2715376,186197,1324150,68.5,1180352,80.9,1186561,61.3,1066286,73.1,2220460,1262260,149100,0,90991,1084613,1811874,5781,407865,690605,86598,1493,407671,570681,86512,1422,N/A,68.5,N/A,80.9,58.6,1012647,69.4,1324150,305666,95,283779,90.8,137991,137990,6905,893,806961,258262,1162340,1273295,78.7,1148899,71,407830,653009,86576,1484,2904297,179565,224546,1323892,73.4,1186505,65.8,407845,690584,86583,1493,2992938,165949,201373,546583,46.1,531905,49.9,348526,63,204805,72.2,215441,325486,5359,297,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Hampshire,3133730,230470,283735,2544084,187105,2332378,211179,1426138,95,1315072,95,932675,68.6,856206,77.5,1857490,1105540,170700,0,112329,952645,1479028,82,338309,511142,83131,93,338045,435001,83073,87,N/A,95,N/A,95,63.4,786220,71.2,1426138,410194,95,236007,93,97618,121081,17268,40,687411,270779,1234410,1388760,95,910617,76,338202,489218,83104,93,2484699,207305,261456,1425191,95,932455,71.9,338204,511053,83105,93,2542883,196196,241783,175279,18.8,170429,19.9,109049,22.2,53445,22.6,81870,89311,4087,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Jersey,20104875,226350,289545,15901576,179028,14383007,207140,7731595,87,6918504,95,6422819,72.3,5770525,83.1,12030575,7146000,928300,0,550787,6058162,9291199,1428,2247464,3671882,502841,632,2246716,3020720,502488,601,N/A,87,N/A,95,68.4,5427477,78.2,7731595,1583958,95,1334978,90.5,621324,621215,92247,192,3615411,245024,1362550,7452557,95,6226308,81.7,2247389,3475544,502749,626,15432813,202574,263900,7730528,92.4,6422696,76.8,2247431,3671851,502783,631,15900486,190027,240273,2653778,41.3,2577271,44.7,1619205,55.1,844142,63.2,1166454,1432195,55092,37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Mexico,4103185,195685,253128,3627456,172997,3281354,202429,1763741,84.1,1564495,95,1427860,68.1,1276748,78.8,2328145,1589440,185600,0,114604,1480322,2024765,7765,546614,772087,107095,2064,546190,621589,106937,2032,N/A,84.1,N/A,95,64.6,1204490,74.3,1763741,415481,95,346984,91.9,162662,162151,21137,1034,947635,250959,1086630,1695014,94.8,1384175,77.4,546573,728462,107077,2063,3521304,197004,229558,1763544,89.3,1427810,72.3,546598,772062,107086,2064,3627239,183579,207668,643770,45.1,624388,48.9,403649,59.3,227992,65.7,272600,361599,9460,111,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nevada,5444790,176770,228052,4558029,147980,4200181,175923,2237790,72.7,2037645,85.3,1793138,58.2,1649134,69.1,3334310,1854080,256400,0,181171,1580045,2796302,511,590210,1033400,169470,58,590105,889551,169422,56,N/A,72.7,N/A,85.3,53.9,1517288,63.6,2237790,493721,95,407511,82.2,187667,193928,25885,31,1130005,227836,1097800,2183660,83.3,1760015,67.1,590205,1000286,169466,58,4469558,170477,207674,2237719,77.3,1793124,61.9,590205,1033394,169467,58,4557946,157465,188103,626641,34.9,615090,37.3,416889,49.8,240916,59.1,260279,355440,10922,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New York State,42128735,216561,273115,36429037,187262,33295671,215852,16971678,87.2,15321489,95,14357890,73.8,13010168,84.3,25619075,14674660,1835000,0,1385928,13277740,21747943,17426,4867444,8257122,1228592,4732,4864736,6913683,1227530,4219,N/A,87.2,N/A,95,69.4,12144422,78.7,16971678,3419730,95,2945354,89.4,1390130,1367929,185609,1686,8184191,248296,1278120,16388840,95,13937245,83.1,4866825,7837445,1228395,4580,35426387,211208,251167,16969740,92.6,14357469,78.3,4867325,8256949,1228483,4712,36426581,198764,229878,5732698,39.9,5592505,43,3500385,54.9,1876167,63.7,2514446,3120727,97213,312,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ohio,21178495,181182,232448,16810942,143817,15517414,170314,7266163,62.2,6607788,72.5,6610232,56.6,6054271,66.4,12343215,7872380,962900,0,609837,6425148,9756560,19397,2342991,3720147,541990,5104,2342379,3165164,541741,4987,N/A,62.2,N/A,72.5,53.6,5709212,62.7,7266163,1880937,91.9,1771958,86.6,800242,878385,90849,2482,4919725,240418,1034960,7032298,70.3,6430759,64.3,2342972,3540711,541977,5099,16392637,163915,211770,7265873,66.1,6610201,60.1,2342984,3720130,541983,5104,16810636,152848,192562,3212997,48.6,3142581,51.9,2165421,62.7,1267188,71.5,1383241,1774400,54821,535,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
