State/Territory/Federal Entity,Total Doses Delivered,Doses Delivered per 100K,18+ Doses Delivered per 100K,Total Doses Administered by State where Administered,Doses Administered per 100k by State where Administered,18+ Doses Administered by State where Administered,18+ Doses Administered per 100K by State where Administered,People with at least One Dose by State of Residence,Percent of Total Pop with at least One Dose by State of Residence,People 18+ with at least One Dose by State of Residence,Percent of 18+ Pop with at least One Dose by State of Residence,People Fully Vaccinated by State of Residence,Percent of Total Pop Fully Vaccinated by State of Residence,People 18+ Fully Vaccinated by State of Residence,Percent of 18+ Pop Fully Vaccinated by State of Residence,Total Number of Pfizer doses delivered,Total Number of Moderna doses delivered,Total Number of Janssen doses delivered,Total Number of doses from Other manufacturer delivered,Total Number of Janssen doses administered,Total Number of Moderna doses administered,Total Number of Pfizer doses adminstered,Total Number of doses from Other manufacturer administered,People Fully Vaccinated Moderna Resident,People Fully Vaccinated Pfizer Resident,People Fully Vaccinated Janssen Resident,People Fully Vaccinated Other 2-dose manufacturer Resident,People 18+ Fully Vaccinated Moderna Resident,People 18+ Fully Vaccinated Pfizer Resident,People 18+ Fully Vaccinated Janssen Resident,People 18+ Fully Vaccinated Other 2-dose manufacturer Resident,People with 2 Doses by State of Residence,Percent of Total Pop with 1+ Doses by State of Residence,People 18+ with 1+ Doses by State of Residence,Percent of 18+ Pop with 1+ Doses by State of Residence,Percent of Total Pop with 2 Doses by State of Residence,People 18+ with 2 Doses by State of Residence,Percent of 18+ Pop with 2 Doses by State of Residence,People with 1+ Doses by State of Residence,People 65+ with at least One Dose by State of Residence,Percent of 65+ Pop with at least One Dose by State of Residence,People 65+ Fully Vaccinated by State of Residence,Percent of 65+ Pop Fully Vaccinated by State of Residence,People 65+ Fully Vaccinated_Moderna_Resident,People 65+ Fully Vaccinated_Pfizer_Resident,People 65+ Fully Vaccinated_Janssen_Resident,People 65+ Fully Vaccinated_Other 2-dose Manuf_Resident,65+ Doses Administered by State where Administered,Doses Administered per 100k of 65+ pop by State where Administered,Doses Delivered per 100k of 65+ pop,People 12+ with at least One Dose by State of Residence,Percent of 12+ Pop with at least One Dose by State of Residence,People 12+ Fully Vaccinated by State of Residence,Percent of 12+ Pop Fully Vaccinated by State of Residence,People 12+ Fully Vaccinated_Moderna_Resident,People 12+ Fully Vaccinated_Pfizer_Resident,People 12+ Fully Vaccinated_Janssen_Resident,People 12+ Fully Vaccinated_Other 2-dose Manuf_Resident,12+ Doses Administered by State where Administered,Doses Administered per 100k of 12+ pop by State where Administered,Doses Delivered per 100k of 12+ pop,People 5+ with at least One Dose by State of Residence,Percent of 5+ Pop with at least One Dose by State of Residence,People 5+ Fully Vaccinated by State of Residence,Percent of 5+ Pop Fully Vaccinated by State of Residence,People 5+ Fully Vaccinated_Moderna_Resident,People 5+ Fully Vaccinated_Pfizer_Resident,People 5+ Fully Vaccinated_Janssen_Resident,People 5+ Fully Vaccinated_Other 2-dose Manuf_Resident,5+ Doses Administered by State where Administered,Doses Administered per 100k of 5+ pop  by State where Administered,Doses Delivered per 100k of 5+ pop,People who have received a booster dose,Percent of fully vaccinated people with booster doses,People 18+ who have received a booster dose,Percent of fully vaccinated people 18+ with booster doses,People 50+ who have received a booster dose,Percent of fully vaccinated people 50+ with booster doses,People 65+ who have received a booster dose,Percent of fully vaccinated people 65+ with booster doses,People with Moderna booster dose,People with Pfizer booster dose,People with Janssen booster dose,People with booster dose of an Other manufacturer,Total Count People w/Booster Primary Pfizer Minus TX,Total Count People w/Booster Primary Moderna Minus TX,Total Count People w/Booster Primary J&J Minus TX,Total Count People w/Booster Primary Other Minus TX,Total Count People w/Booster Booster Pfizer Minus TX,Total Count People w/Booster Booster Moderna Minus TX,Total Count People w/Booster Booster J&J Minus TX,Total Count People w/Booster Booster Other Minus TX,Count People Primary Pfizer Booster Pfizer,Count People Primary Pfizer Booster Moderna,Count People Primary Pfizer Booster J&J,Count People Primary Pfizer Booster Uknown,Count People Primary Moderna Booster Pfizer,Count People Primary Moderna Booster Moderna,Count People Primary Moderna Booster J&J,Count People Primary Moderna Booster Uknown,Count People Primary J&J Booster Pfizer,Count People Primary J&J Booster Moderna,Count People Primary J&J Booster J&J,Count People Primary J&J Booster Other,Count People Primary Other Booster Pfizer,Count People Primary Other Booster Moderna,Count People Primary Other Booster J&J,Count People Primary Other Booster Other,Percent People Primary Pfizer Booster Pfizer,Percent People Primary Pfizer Booster Moderna,Percent People Primary Pfizer Booster J&J,Percent People Primary Pfizer Booster Other,Percent People Primary Moderna Booster Pfizer,Percent People Primary Moderna Booster Moderna,Percent People Primary Moderna Booster J&J,Percent People Primary Moderna Booster Other,Percent People Primary J&J Booster Pfizer,Percent People Primary J&J Booster Moderna,Percent People Primary J&J Booster J&J,Percent People Primary J&J Booster Other,Percent People Primary Other Booster Pfizer,Percent People Primary Other Booster Moderna,Percent People Primary Other Booster J&J,Percent People Primary Other Booster Uknown
Indian Health Svc,2534385,121681,N/A,1999307,95991,1800891,N/A,1019799,49,905945,N/A,813122,39,729948,N/A,1294405,1138180,101800,0,37711,959367,1002061,168,379955,396702,36459,6,379629,313919,36394,6,N/A,49,N/A,N/A,37.4,696511,0,1019799,172012,0,136474,0,76886,56200,3387,1,367998,0,0,990865,0,799042,0,379874,382726,36436,6,1956235,0,0,1019489,0,812977,0,379884,396650,36437,6,1998827,0,0,181454,22.3,180426,24.7,118349,33.4,56735,41.6,89072,91154,1110,118,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Illinois,23051815,181914,233935,19467073,153625,17739762,180027,9069775,71.6,8124466,82.4,8091967,63.9,7314558,74.2,14029095,7885620,1137100,0,642212,7070487,11728348,26026,2726269,4755181,602208,8309,2718574,3988252,599618,8114,N/A,71.6,N/A,82.4,60.3,6868524,69.7,9069775,1943240,95,1772719,86.8,791734,894308,83059,3618,4802287,235034,1128200,8758248,80.8,7885931,72.8,2726152,4549324,602147,8308,18946507,174819,212698,9069185,76.1,8091754,67.9,2726169,4755126,602150,8309,19466347,163241,193308,2905263,35.9,2892522,39.5,1972463,52.9,1161894,65.5,1249642,1617405,37332,884,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Indiana,10969920,162947,212421,8422387,125106,7838563,151785,3877885,57.6,3551181,68.8,3489580,51.8,3242717,62.8,6590660,3809460,569800,0,290609,3085635,5018802,27341,1215693,1995033,271000,7854,1215359,1748906,270711,7741,N/A,57.6,N/A,68.8,48.7,3030103,58.7,3877885,986805,90.9,928678,85.5,454773,439724,30416,3765,2492828,229597,1010360,3786520,66.4,3444487,60.4,1215667,1950009,270974,7837,8286591,145250,192285,3877669,61.4,3489537,55.3,1215684,1995015,270984,7854,8422132,133391,173743,1168220,33.5,1161509,35.8,859553,47,537392,57.9,466819,684590,16256,555,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kansas,5113295,175515,231050,3991871,137022,3662378,165489,2002194,68.7,1815906,82.1,1650286,56.6,1507741,68.1,2911455,1953040,248800,0,127207,1551382,2309989,3293,604818,927387,117485,596,604455,785410,117358,518,N/A,68.7,N/A,82.1,53.4,1413868,63.9,2002194,513104,95,418502,88,199406,200726,18121,249,1136689,239058,1075380,1948596,79.5,1619236,66,604805,896374,117465,592,3907924,159397,208561,2002082,73.4,1650268,60.5,604810,927382,117480,596,3991750,146326,187439,520132,31.5,517830,34.3,373734,46.2,236022,56.4,234613,277753,7650,116,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kentucky,7435225,166423,214593,5816551,130192,5418254,156380,2773832,62.1,2552601,73.7,2410786,54,2235659,64.5,4080365,2987560,367300,0,222381,2413111,3179022,2037,939202,1268068,201967,1549,938863,1093499,201824,1473,N/A,62.1,N/A,73.7,50.4,2076643,59.9,2773832,709146,94.5,632950,84.3,289179,304891,38120,760,1674537,223104,990618,2712301,71.3,2372745,62.3,939107,1230158,201936,1544,5716553,150192,195347,2773491,66.1,2410740,57.5,939193,1268054,201945,1548,5815493,138627,177238,811039,33.6,808350,36.2,604385,48,372645,58.9,371313,421959,17671,96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Louisiana,6890830,148228,193499,5556360,119523,5232309,146927,2651149,57,2465530,69.2,2325646,50,2188141,61.4,3959910,2616920,314000,0,184563,2293873,3075086,2838,922950,1233150,168529,1017,922436,1096355,168346,1004,N/A,57,N/A,69.2,47,2048947,57.5,2651149,664618,89.7,628071,84.8,298433,307330,22101,207,1629447,219892,929909,2619560,66.8,2312411,58.9,922925,1219970,168502,1014,5512042,140494,175638,2650959,61,2325591,53.5,922936,1233129,168509,1017,5556119,127805,158507,664013,28.6,662089,30.3,516474,41.6,331156,52.7,287160,367847,8988,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Massachusetts,14541560,210976,262497,12760499,185136,11623990,209831,6188074,89.8,5556295,95,5114904,74.2,4614836,83.3,8500200,5443260,598100,0,383419,5009975,7366680,425,1829133,2917050,368553,168,1823788,2423593,367306,149,N/A,89.8,N/A,95,70.5,4358818,78.7,6188074,1349898,95,1083486,92.7,489879,520467,73077,63,3016101,257934,1243580,5960493,95,4960121,82.4,1829097,2762331,368526,167,12377555,205718,241685,6187931,94.7,5114876,78.3,1829124,2917036,368548,168,12760398,195258,222513,1816313,35.5,1807856,39.2,1172255,50.4,655630,60.5,882593,914142,19570,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maryland,13191820,218202,280022,10270543,169882,9311961,197665,4821957,79.8,4300432,91.3,4236445,70.1,3815049,81,8061820,4540700,589300,0,344480,3785365,6126251,14447,1452798,2466526,313380,3741,1452257,2046213,313056,3523,N/A,79.8,N/A,91.3,66.7,3611201,76.7,4821957,978795,95,886085,92.4,423001,407766,54262,1056,2388967,249007,1375010,4657041,90.2,4129640,80,1452738,2359930,313251,3721,9997975,193651,255512,4821470,84.8,4236337,74.5,1452766,2466489,313343,3739,10269970,180690,232097,1490027,35.2,1479549,38.8,1006900,52.2,568287,64.1,661577,801122,27047,281,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maine,2891320,215094,263958,2468056,183606,2279255,208081,1145891,85.2,1045343,95,1014290,75.5,929433,84.9,1622160,1118560,150600,0,137777,1008891,1318888,2500,370559,515169,128023,539,370482,430514,127945,492,N/A,85.2,N/A,95,68.6,837070,76.4,1145891,318088,95,278008,95,126594,126812,24375,227,768411,269367,1013560,1108912,93.6,987147,83.3,370540,488067,128001,539,2403635,202849,244006,1145776,89.5,1014258,79.2,370552,515163,128004,539,2467929,192705,225765,421517,41.6,419530,45.1,312730,57.6,189660,68.2,199787,212912,8531,287,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marshall Islands,68980,88731,145132,47800,61486,44528,93686,26005,33.5,24236,51,22823,29.4,21471,45.2,9180,47700,12100,0,2493,41953,3352,2,18941,1399,2482,1,18905,92,2473,1,N/A,33.5,N/A,51,26.2,19010,40,26005,1381,37,1230,33,1119,1,110,0,2636,70632,1848340,25898,45.1,22795,39.7,18933,1382,2479,1,47663,83081,120239,25993,37.6,22816,33,18936,1398,2481,1,47782,69051,99685,1119,4.9,1117,5.2,430,8.3,127,10.3,1107,10,2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michigan,17851710,178752,227615,13791653,138098,12810171,163334,6298825,63.1,5766656,73.5,5644292,56.5,5209125,66.4,10025410,6921400,904900,0,438737,5436053,7914893,1970,2084396,3154344,404545,1007,2083661,2720304,404235,925,N/A,63.1,N/A,73.5,53.6,4916217,62.7,6298825,1664633,94.3,1522802,86.3,761196,691070,69969,567,4101511,232327,1011200,6128356,71.3,5531958,64.4,2084343,3042095,404516,1004,13509578,157179,207699,6298522,66.9,5644242,59.9,2084378,3154327,404531,1006,13791319,146398,189500,2228391,39.5,2218870,42.6,1626213,54.2,993958,65.3,998041,1194182,36110,58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Minnesota,10742690,190486,247729,9006530,159701,8193365,188941,4005557,71,3569294,82.3,3671342,65.1,3302265,76.2,6550490,3701200,491000,0,342623,3324140,5336824,2943,1260946,2091225,318202,969,1258691,1724957,317688,929,N/A,71,N/A,82.3,61.7,3111869,71.8,4005557,928529,95,871011,94.6,366663,453942,50134,272,2405833,261395,1167200,3842030,80.4,3557528,74.5,1260920,1977466,318184,958,8730290,182715,224832,4005328,75.7,3671295,69.4,1260940,2091199,318187,969,9006267,170315,203152,1611247,43.9,1604000,48.6,1089319,62.4,645389,74.1,667497,919627,23889,234,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Missouri,9835515,160255,206332,8018325,130646,7452000,156330,3805955,62,3491778,73.3,3241376,52.8,2996407,62.9,5839875,3586240,409400,0,238007,2918755,4859255,2308,1120674,1892838,227290,574,1120213,1648721,227034,439,N/A,62,N/A,73.3,50,2822515,59.2,3805955,993246,93.5,873720,82.3,397934,436233,39392,161,2371809,223326,926099,3714984,71,3185698,60.8,1120661,1837206,227264,567,7870654,150326,187854,3805657,66,3241339,56.2,1120662,1892829,227274,574,8018003,138976,170479,1047095,32.3,1043510,34.8,773450,45.9,495980,56.8,434132,599764,13159,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Northern Mariana Islands,111460,214962,308967,94171,181618,78220,216826,43069,83.1,34245,94.9,39248,75.7,32212,89.3,83640,24520,3300,0,1243,13077,79851,0,4805,33333,1110,0,4804,26298,1110,0,N/A,83.1,N/A,94.9,73.8,31230,86.6,43069,3120,83.1,2986,79.5,475,2397,114,0,7803,207858,2969100,39382,93.1,36906,87.3,4805,30991,1110,0,88139,208416,263561,43068,89.5,39248,81.6,4805,33333,1110,0,94170,195771,231716,13007,33.1,12910,40.1,6909,53.3,1820,61,2872,9999,136,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mississippi,4587925,154156,201440,3387349,113817,3178279,139547,1644289,55.2,1525939,67,1430031,48,1338618,58.8,2608685,1763940,215300,0,84878,1383480,1916817,2174,559557,789797,79948,729,559232,698823,79855,708,N/A,55.2,N/A,67,45.8,1271627,55.8,1644289,433402,89.1,397660,81.7,202987,177040,17284,349,1023797,210358,942673,1626962,64.5,1421557,56.4,559546,781349,79933,729,3361485,133317,181958,1644161,58.9,1430002,51.2,559549,789787,79937,729,3387203,121289,164284,353775,24.7,353165,26.4,292159,37.2,191424,48.1,170238,178244,5003,290,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Montana,1723385,161248,205118,1429315,133734,1332636,158611,659768,61.7,606225,72.2,574901,53.8,533230,63.5,927325,692560,103500,0,57375,606548,763652,1740,229005,293228,52256,412,228879,251752,52194,405,N/A,61.7,N/A,72.2,50,492272,58.6,659768,192297,93.2,173661,84.1,83357,80253,9851,200,471527,228412,834824,643105,70.1,564471,61.5,228985,282824,52250,412,1402179,152810,187815,659668,65.5,574874,57.1,228989,293222,52251,412,1429179,141837,171035,220911,38.4,220133,41.3,164228,52.8,108028,62.2,104664,112082,3910,255,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Carolina,18704850,178344,228460,14704019,140197,13581409,165882,7906885,75.4,7276078,88.9,5917873,56.4,5447845,66.5,10936530,6881320,887000,0,485623,5512150,8705341,905,2089292,3371152,457301,128,2086251,2905597,455872,125,N/A,75.4,N/A,88.9,52.6,5050413,61.7,7906885,2069281,95,1480640,84.6,712088,715997,52497,58,4057569,231716,1068180,7720742,85.9,5808727,64.6,2089188,3262133,457278,128,14402353,160284,208167,7906004,80,5917543,59.9,2089236,3370895,457284,128,14702830,148839,189353,1127859,19.1,1122489,20.6,813691,27.6,494084,33.4,498778,608578,20493,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Dakota,1190820,156263,204647,1002962,131612,932683,160285,471496,61.9,433725,74.5,398412,52.3,369705,63.5,680480,458840,51500,0,38136,380213,584298,315,141029,222338,35041,4,140823,193986,34892,4,N/A,61.9,N/A,74.5,48.8,343071,59,471496,119253,95,101204,84.4,47632,49233,4338,1,284433,237334,993633,459082,72,391301,61.4,141023,215239,35035,4,981454,154015,186870,471433,66.6,398400,56.3,141025,222334,35037,4,1002888,141659,168204,140379,35.2,140039,37.9,101487,52.2,64584,63.8,62365,75838,2173,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nebraska,3386760,175080,232235,2815987,145574,2579593,176886,1276272,66,1147621,78.7,1151342,59.5,1046526,71.8,2053240,1187620,145900,0,88697,1030554,1691199,5537,401533,663978,84392,1439,401356,559490,84307,1373,N/A,66,N/A,78.7,56.4,987144,67.7,1276272,301556,95,282048,90.3,137117,137259,6800,872,785271,251320,1083910,1235892,76.4,1125420,69.6,401505,638113,84370,1432,2749448,169991,209394,1276045,70.8,1151287,63.8,401513,663958,84377,1439,2815700,156122,187785,438420,38.1,436308,41.7,304536,55.6,187550,66.5,175693,258235,4248,244,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Hampshire,2906090,213729,263124,2353556,173092,2174790,196910,1314238,95,1221687,95,909969,66.9,842097,76.2,1710510,1028280,167300,0,107884,886261,1359346,65,334026,495750,80113,80,333766,428202,80055,74,N/A,95,N/A,95,61.6,769705,69.7,1314238,395532,95,234305,92.3,97005,120414,16848,38,661768,260678,1144740,1285620,95,894601,74.6,333919,480516,80086,80,2309760,192710,242463,1313316,95,909750,70.2,333921,495662,80087,80,2352377,181498,224220,115677,12.7,115155,13.7,80518,16.6,43364,18.5,54177,58774,2716,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Jersey,18485185,208115,266219,14685687,165339,13427939,193386,7354692,82.8,6647981,95,6226479,70.1,5668559,81.6,11007625,6583460,894100,0,525052,5639137,8520591,907,2212813,3523404,489870,392,2212140,2966501,489546,372,N/A,82.8,N/A,95,65.8,5290411,76.2,7354692,1554107,95,1324399,89.8,616897,616389,90977,136,3474546,235477,1252780,7152477,93.9,6106501,80.2,2212763,3403557,489790,391,14367915,188596,242639,7353908,87.9,6226373,74.4,2212782,3523381,489818,392,14684893,175499,220916,1960177,31.5,1949666,34.4,1332066,45.9,741134,56,883192,1034821,42146,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Mexico,3788835,180694,233736,3403081,162297,3114134,192113,1681126,80.2,1507030,93,1382669,65.9,1251197,77.2,2148875,1458060,181900,0,110627,1400013,1885320,7121,534659,742318,103732,1960,534243,611440,103580,1934,N/A,80.2,N/A,93,62.2,1172882,72.4,1681126,406314,95,343139,90.9,160587,160766,20799,987,921029,243913,1003380,1629977,91.2,1354240,75.8,534627,713936,103717,1960,3327623,186168,211971,1680955,85.1,1382620,70,534643,742294,103723,1960,3402891,172225,191758,517982,37.5,515635,41.2,355916,53.1,209302,61,220152,290504,7252,74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nevada,5067570,164523,212253,4248762,137940,3950433,165462,2121602,68.9,1951123,81.7,1728811,56.1,1606361,67.3,3093970,1722700,250900,0,175590,1488468,2584195,509,579690,984017,165047,57,579587,861720,164999,55,N/A,68.9,N/A,81.7,51.6,1466833,61.4,2121602,479943,95,402369,81.1,186026,190835,25477,31,1088676,219504,1021750,2087034,79.6,1710502,65.2,579686,965716,165043,57,4195132,160009,193286,2121557,73.3,1728799,59.7,579686,984012,165044,57,4248705,146781,175071,469540,27.2,468115,29.1,342428,41.7,211665,52.6,197346,263887,8307,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New York State,38782305,199358,251421,33578073,172606,30987413,200887,16126203,82.9,14687021,95,13874220,71.3,12736591,82.6,23431425,13563780,1787100,0,1332084,12324122,19906692,15175,4786549,7887387,1196302,3982,4784029,6753546,1195367,3649,N/A,82.9,N/A,95,66.4,11783259,76.4,16126203,3358272,95,2920399,88.6,1379741,1355730,183354,1574,7849360,238138,1176600,15695289,93.6,13622455,81.2,4786002,7636403,1196126,3924,32897230,196129,231216,16124747,88,13873838,75.7,4786433,7887237,1196201,3967,33576134,183210,211618,4159603,30,4142000,32.5,2825919,44.8,1627394,55.7,1845690,2239026,74668,219,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ohio,19683535,168392,216040,15679874,134141,14585109,160081,7024797,60.1,6436146,70.6,6425443,55,5938875,65.2,11397955,7347280,938300,0,588329,6027411,9045509,18625,2306608,3584674,529221,4940,2306029,3099033,528979,4834,N/A,60.1,N/A,70.6,51.7,5552429,60.9,7024797,1861150,91,1759434,86,795302,871710,89994,2428,4743704,231816,961899,6840866,68.4,6300449,63,2306591,3459708,529210,4940,15367633,153666,196822,7024623,63.9,6425415,58.4,2306601,3584659,529215,4940,15679693,142565,178969,2475592,38.5,2465332,41.5,1806177,52.9,1122120,63.8,1079701,1351242,44244,405,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
